rank	feature_id	feature_type	gene_name	product	case_present	case_total	case_frequency	control_present	control_total	control_frequency	enriched_in	beta	odds_ratio	odds_ratio_ci95_lower	odds_ratio_ci95_upper	odds_ratio_ci95	pyseer_pvalue	q_value	priority_score	annotation_source	notes	display_name	display_label	display_product	interpretation_note	annotation_evidence	reference_locus_tag	reference_gene	reference_product	reference_location	reference_match_type	reference_identity	reference_coverage	annotation_confidence	annotation_note	cluster_member_ids
29	group_3344	gene_presence_absence	group_3344	Restriction endonuclease;site-specific DNA-methyltransferase (adenine-specific)	0	50	0.0000	16	50	0.3200	Controls	-4.69	0.0207021	0.00120151	0.356698	0.001202-0.3567	9.43e-08		15.6196	Panaroo/Bakta+GenBank		group_3344	group_3344 | HMPREF0351_RS01300 | none confidence	hypothetical protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=19.04; coverage=0.44	HMPREF0351_RS01300		hypothetical protein	complement(262819..264018)	nucleotide_similarity	19.04	0.44	none	matched_representative_sequence=group_3344	BFAOAP_02088;DAGPJG_02072;DHOPGE_01930;DNHFDD_01925;FBIILI_01795;GJOFNM_02269;HKAALB_01983;JAOBDG_02037;KAOGPO_02121;MFDKLE_02288;NBICIC_02081;NHJIOO_02003;NPNGCM_01940;NPNGCM_01941;OFKADD_01864;PCBIPO_01973;PDOPEE_01998
30	group_3240	gene_presence_absence	group_3240	DUF1788 domain-containing protein	0	50	0.0000	16	50	0.3200	Controls	-4.69	0.0207021	0.00120151	0.356698	0.001202-0.3567	9.43e-08		15.6196	Panaroo/Bakta+GenBank		group_3240	group_3240 | HMPREF0351_RS06620 | none confidence	ABC transporter ATP-binding protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=29.25; coverage=3.12	HMPREF0351_RS06620		ABC transporter ATP-binding protein	1355024..1355794	nucleotide_similarity	29.25	3.12	none	matched_representative_sequence=group_3240	BFAOAP_02090;DAGPJG_02070;DHOPGE_01932;DNHFDD_01923;FBIILI_01797;GJOFNM_02267;HKAALB_01981;JAOBDG_02039;KAOGPO_02123;MFDKLE_02290;NBICIC_02681;NHJIOO_02005;NPNGCM_01943;OFKADD_01866;PCBIPO_01971;PDOPEE_01996
31	group_3198	gene_presence_absence	group_3198	DUF1819 domain-containing protein	0	50	0.0000	16	50	0.3200	Controls	-4.69	0.0207021	0.00120151	0.356698	0.001202-0.3567	9.43e-08		15.6196	Panaroo/Bakta+GenBank		group_3198	group_3198 | HMPREF0351_RS00100 | none confidence	TMEM175 family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=41.05; coverage=1.50	HMPREF0351_RS00100		TMEM175 family protein	23934..24512	nucleotide_similarity	41.05	1.50	none	matched_representative_sequence=group_3198	BFAOAP_02091;DAGPJG_02069;DHOPGE_01933;DNHFDD_01922;FBIILI_01798;GJOFNM_02266;HKAALB_01980;JAOBDG_02040;KAOGPO_02124;MFDKLE_02291;NBICIC_02680;NHJIOO_02006;NPNGCM_01944;OFKADD_01867;PCBIPO_01970;PDOPEE_01995
32	brxL	gene_presence_absence	brxL	BREX system Lon protease-like protein BrxL	0	50	0.0000	16	50	0.3200	Controls	-4.69	0.0207021	0.00120151	0.356698	0.001202-0.3567	9.43e-08		15.6196	Panaroo/Bakta+GenBank		brxL	brxL | HMPREF0351_RS00575 | none confidence	WxLIP family cell surface protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=12.77; coverage=0.74	HMPREF0351_RS00575		WxLIP family cell surface protein	114540..115637	nucleotide_similarity	12.77	0.74	none	matched_representative_sequence=brxL	BFAOAP_02086;DAGPJG_02074;DHOPGE_01928;DNHFDD_01927;FBIILI_01793;GJOFNM_02271;HKAALB_01985;JAOBDG_02035;KAOGPO_02119;MFDKLE_02286;NBICIC_02083;NHJIOO_02001;NPNGCM_01938;OFKADD_01862;PCBIPO_01975;PDOPEE_02000
33	group_154	gene_presence_absence	group_154	TIGR02687 family protein	0	50	0.0000	16	50	0.3200	Controls	-4.69	0.0207021	0.00120151	0.356698	0.001202-0.3567	9.43e-08		15.6196	Panaroo/Bakta+GenBank		HMPREF0351_RS08435 (group_154)	group_154 | HMPREF0351_RS08435 | high confidence	hypothetical protein	High-confidence locus-level GenBank rescue.	identity=100.00; coverage=100.00	HMPREF0351_RS08435		hypothetical protein	1731559..1731798	nucleotide_exact_or_contained	100.00	100.00	high	matched_representative_sequence=group_1548	BFAOAP_02087;DAGPJG_02073;DHOPGE_01929;DNHFDD_01926;FBIILI_01794;GJOFNM_02270;HKAALB_01984;JAOBDG_02036;KAOGPO_02120;MFDKLE_02287;NBICIC_02082;NHJIOO_02002;NPNGCM_01939;OFKADD_01863;PCBIPO_01974;PDOPEE_01999
34	group_22	gene_presence_absence	group_22	hypothetical protein	0	50	0.0000	16	50	0.3200	Controls	-4.69	0.0207021	0.00120151	0.356698	0.001202-0.3567	9.43e-08		15.6196	Panaroo/Bakta+GenBank		HMPREF0351_RS14940 (group_22)	group_22 | HMPREF0351_RS14940 | high confidence	hypothetical protein	High-confidence locus-level GenBank rescue.	identity=100.00; coverage=100.00	HMPREF0351_RS14940		hypothetical protein	complement(820799..820963)	nucleotide_exact_or_contained	100.00	100.00	high	matched_representative_sequence=group_2277	BFAOAP_02089;DAGPJG_02071;DHOPGE_01931;DNHFDD_01924;FBIILI_01796;GJOFNM_02268;HKAALB_01982;JAOBDG_02038;KAOGPO_02122;MFDKLE_02289;NBICIC_02682;NHJIOO_02004;NPNGCM_01942;OFKADD_01865;PCBIPO_01972;PDOPEE_01997
35	group_1089	gene_presence_absence	group_1089	methylmalonate-semialdehyde dehydrogenase (CoA acylating)	0	50	0.0000	16	50	0.3200	Controls	-4.54	0.0207021	0.00120151	0.356698	0.001202-0.3567	1.52e-07		15.4122	Panaroo/Bakta+GenBank		group_1089	group_1089 | HMPREF0351_RS00115 | none confidence	acyltransferase domain-containing protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=32.13; coverage=0.76	HMPREF0351_RS00115		acyltransferase domain-containing protein	27767..28645	nucleotide_similarity	32.13	0.76	none	matched_representative_sequence=group_1089	BFAOAP_01858;DHOPGE_01824;DNHFDD_02439;GBBODN_01866;HKAALB_01494;IIIHAF_01861;JAOBDG_01649;JHCCBL_01798;KAOGPO_01789;MFDKLE_02468;NBICIC_01582;NHJIOO_01724;NPNGCM_02487;OFKADD_01644;PCBIPO_01835;PDOPEE_01808
36	group_507	gene_presence_absence	group_507	HTH arsR-type domain-containing protein	17	50	0.3400	0	50	0.0000	Cases	3.93	52.7612	3.06753	907.486	3.068-907.5	7.43e-07		14.8504	Panaroo/Bakta+GenBank		group_507	group_507 | HMPREF0351_RS00590 | none confidence	hypothetical protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=32.17; coverage=5.15	HMPREF0351_RS00590		hypothetical protein	117803..118759	nucleotide_similarity	32.17	5.15	none	matched_representative_sequence=group_507	EAHGHC_02516;EBMNDJ_02628;EMDJIL_02473;FIOBDN_02840;FNLDHP_02912;GCGADK_02812;HOGLGD_02598;KFIHCG_02585;LKPDJB_02397;MHHDHD_02725;NBNIPB_02288;NJLMCP_02696;ODBCAF_02632;ODHHNB_02742;OOIKMG_02607;OPKPKN_02932;PDKMDO_02784
37	group_3842	gene_presence_absence	group_3842	Bacteriocin	49	50	0.9800	28	50	0.5600	Cases	3.46	26.0526	4.68446	144.892	4.684-144.9	9.14e-08		14.7424	Panaroo/Bakta+GenBank		HMPREF0351_RS02895 (group_3842)	group_3842 | HMPREF0351_RS02895 | high confidence	hypothetical protein	High-confidence locus-level GenBank rescue.	identity=100.00; coverage=100.00	HMPREF0351_RS02895		hypothetical protein	611127..611555	nucleotide_exact_or_contained	100.00	100.00	high	matched_representative_sequence=group_3842	AAEDFP_02838;AKJFEH_02577;BBAPLL_02494;BCEGCL_02464;BIDKHD_01716;BJIIEG_00003;BJKGBB_02048;BNFCCO_00292;BOPMCK_00608;BPDKHC_02170;CDPMCH_02369;CHGPCO_02468;CMDIKE_00358;CMNCGK_02305;COMFNP_00004;DAGLGK_00386;DEFBHI_00687;DFLILH_00483;DJAJGG_00635;DNAMMH_00975;DPGNPC_00329;EAHGHC_02453;EBMNDJ_00370;EDPIJB_02525;EJLAKB_00361;EMDJIL_02418;FAEPFC_00236;FIOBDN_00123;FNLDHP_02727;FOJCEI_00139
38	group_2907	gene_presence_absence	group_2907	Metallo-beta-lactamase domain-containing protein	5	50	0.1000	26	50	0.5200	Controls	-4.2	0.111756	0.0394425	0.316649	0.03944-0.3166	2.85e-09		14.7067	Panaroo/Bakta+GenBank		group_2907	group_2907 | HMPREF0351_RS10780 | none confidence	ABC transporter ATP-binding protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=24.84; coverage=2.06	HMPREF0351_RS10780		ABC transporter ATP-binding protein	complement(2209957..2210910)	nucleotide_similarity	24.84	2.06	none	matched_representative_sequence=group_2907	AAEDFP_00581;BFAOAP_00108;BIDKHD_00681;BNFCCO_01311;COMFNP_00696;DAGPJG_01847;DHOPGE_00211;DNAMMH_03006;DNHFDD_00108;EJLAKB_01154;FABDMP_01956;FBIILI_02823;FMBLNF_01918;GEMMFG_01106;GJOFNM_00754;HKAALB_02136;IGDGNK_00882;JABKKB_00780;JAOBDG_00877;JFOMPD_00679;KAOGPO_02016;MBMNML_00745;MFDKLE_00222;NBBOMM_01556;NBICIC_00640;NHJIOO_02857;NPDFDF_01328;NPNGCM_00101;OFKADD_00622;PCBIPO_00222
39	group_3039	gene_presence_absence	group_3039	Ribitol-5-phosphate cytidylyltransferase	0	50	0.0000	14	50	0.2800	Controls	-4.36	0.0249232	0.00143991	0.431393	0.00144-0.4314	8.4e-07		14.4021	Panaroo/Bakta+GenBank		group_3039	group_3039 | HMPREF0351_RS08650 | none confidence	IS3 family transposase	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=30.33; coverage=2.14	HMPREF0351_RS08650		IS3 family transposase	complement(join(1770080..1770966,1770966..1771242))	nucleotide_similarity	30.33	2.14	none	matched_representative_sequence=group_3039	AKJFEH_02605;BJIIEG_01972;BPDKHC_02577;CDPMCH_02069;CMNCGK_02015;EDPIJB_02007;FBIILI_02004;FOJCEI_02183;GBBODN_02613;GEMMFG_01006;HBFAPG_01961;JHCCBL_02519;JJJGHN_02031;MECBCD_01923
40	group_569	gene_presence_absence	group_569	LicD/FKTN/FKRP nucleotidyltransferase domain-containing protein	0	50	0.0000	14	50	0.2800	Controls	-4.36	0.0249232	0.00143991	0.431393	0.00144-0.4314	8.4e-07		14.4021	Panaroo/Bakta+GenBank		group_569	group_569 | HMPREF0351_RS06800 | none confidence	DUF6530 family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=18.44; coverage=1.83	HMPREF0351_RS06800		DUF6530 family protein	complement(1400022..1400501)	nucleotide_similarity	18.44	1.83	none	matched_representative_sequence=group_569	AKJFEH_02606;BJIIEG_01973;BPDKHC_02578;CDPMCH_02068;CMNCGK_02016;EDPIJB_02008;FBIILI_02005;FOJCEI_02184;GBBODN_02612;GEMMFG_01005;HBFAPG_01962;JHCCBL_02520;JJJGHN_02030;MECBCD_01922
41	group_568	gene_presence_absence	group_568	NAD-dependent epimerase/dehydratase domain-containing protein	0	50	0.0000	14	50	0.2800	Controls	-4.36	0.0249232	0.00143991	0.431393	0.00144-0.4314	8.4e-07		14.4021	Panaroo/Bakta+GenBank		group_568	group_568 | HMPREF0351_RS10645 | none confidence	SIS domain-containing protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=25.43; coverage=1.40	HMPREF0351_RS10645		SIS domain-containing protein	complement(2179811..2180425)	nucleotide_similarity	25.43	1.40	none	matched_representative_sequence=group_568	AKJFEH_02604;BJIIEG_01971;BPDKHC_02576;CDPMCH_02070;CMNCGK_02014;EDPIJB_02006;FBIILI_02003;FOJCEI_02182;GBBODN_02614;GEMMFG_01007;HBFAPG_01960;JHCCBL_02518;JJJGHN_02032;MECBCD_01924
42	group_820	gene_presence_absence	group_820	hypothetical protein;Type II toxin-antitoxin system RelE/ParE family toxin	16	50	0.3200	0	50	0.0000	Cases	3.84	48.3043	2.80349	832.287	2.803-832.3	1.86e-06		14.3246	Panaroo/Bakta+GenBank		group_820	group_820 | HMPREF0351_RS05415 | none confidence	hypothetical protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=28.37; coverage=5.90	HMPREF0351_RS05415		hypothetical protein	1105471..1105746	nucleotide_similarity	28.37	5.90	none	matched_representative_sequence=group_820	EAHGHC_02518;EBMNDJ_02630;EMDJIL_02471;FIOBDN_02842;FNLDHP_02914;GCGADK_02810;HOGLGD_02600;KFIHCG_02587;LKPDJB_02395;MHHDHD_02723;NBNIPB_02286;NJLMCP_02698;ODBCAF_02634;ODHHNB_02740;OOIKMG_02609;PDKMDO_02786
43	group_508	gene_presence_absence	abrB	AbrB family transcriptional regulator	16	50	0.3200	0	50	0.0000	Cases	3.84	48.3043	2.80349	832.287	2.803-832.3	1.86e-06		14.3246	Panaroo/Bakta+GenBank		abrB	group_508 | HMPREF0351_RS00825 | none confidence	YjjG family noncanonical pyrimidinenucleotidase	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=30.02; coverage=4.55	HMPREF0351_RS00825		YjjG family noncanonical pyrimidinenucleotidase	166745..167440	nucleotide_similarity	30.02	4.55	none	matched_representative_sequence=group_508	EAHGHC_02517;EBMNDJ_02629;EMDJIL_02472;FIOBDN_02841;FNLDHP_02913;GCGADK_02811;HOGLGD_02599;KFIHCG_02586;LKPDJB_02396;MHHDHD_02724;NBNIPB_02287;NJLMCP_02697;ODBCAF_02633;ODHHNB_02741;OOIKMG_02608;PDKMDO_02785
44	group_280	gene_presence_absence	trxA	Type I restriction enzyme endonuclease subunit;hypothetical protein	48	50	0.9600	28	50	0.5600	Cases	3.65	15.3158	3.82955	61.2536	3.83-61.25	6.08e-08		14.1530	Panaroo/Bakta+GenBank		trxA	group_280 | HMPREF0351_RS09985 | high confidence	thioredoxin	High-confidence GenBank-supported annotation.	identity=100.00; coverage=100.00	HMPREF0351_RS09985	trxA	thioredoxin	complement(2047692..2048006)	nucleotide_exact_or_contained	100.00	100.00	high	matched_representative_sequence=group_2803	12_refound_188_pseudo;14_refound_210_pseudo;19_refound_285_pseudo;21_refound_312_pseudo;22_refound_319_pseudo;23_refound_332_pseudo;26_refound_374_pseudo;28_refound_395_pseudo;31_refound_444_pseudo;BBAPLL_02490;BCEGCL_02460;BJIIEG_00457;BJKGBB_02044;BNFCCO_02964;BOPMCK_00612;CHGPCO_02295;CMDIKE_02842;DAGLGK_01960;DJAJGG_02685;DNAMMH_02926;DPGNPC_02023;EAHGHC_02449;EBMNDJ_00898;EMDJIL_02414;FABDMP_01806;FAEPFC_02079;FIOBDN_02082;FMBLNF_01815;FNLDHP_02723;FOJCEI_02823
45	group_71	gene_presence_absence	group_71	V-type ATP synthase subunit F	0	50	0.0000	14	50	0.2800	Controls	-4.14	0.0249232	0.00143991	0.431393	0.00144-0.4314	2.19e-06		13.9859	Panaroo/Bakta+GenBank		HMPREF0351_RS09930 (group_71)	group_71 | HMPREF0351_RS09930 | high confidence	V-type ATP synthase subunit F	High-confidence locus-level GenBank rescue.	identity=100.00; coverage=100.00	HMPREF0351_RS09930		V-type ATP synthase subunit F	complement(2035299..2035610)	nucleotide_exact_or_contained	100.00	100.00	high	matched_representative_sequence=group_717	BFAOAP_01505;CDPMCH_01825;DHOPGE_01941;DNHFDD_01768;FBIILI_02395;HKAALB_01880;JAOBDG_01175;MFDKLE_01687;NBICIC_01547;NHJIOO_01624;NPNGCM_01737;OFKADD_01696;PCBIPO_01708;PDOPEE_01746
46	group_4193	gene_presence_absence	mreD	Transposase IS204/IS1001/IS1096/IS1165 DDE domain-containing protein	0	50	0.0000	13	50	0.2600	Controls	-4.38	0.0275028	0.00158426	0.477448	0.001584-0.4774	1.73e-06		13.9462	Panaroo/Bakta+GenBank		mreD	group_4193 | HMPREF0351_RS12305 | none confidence	rod shape-determining protein MreD	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=36.99; coverage=4.37	HMPREF0351_RS12305	mreD	rod shape-determining protein MreD	complement(2540070..2540579)	nucleotide_similarity	36.99	4.37	none	matched_representative_sequence=group_4193	AKJFEH_02651;BPDKHC_02452;CDPMCH_02661;CMNCGK_02567;EDPIJB_02552;FABDMP_02462;FMBLNF_02490;GBBODN_02539;HBFAPG_02510;JHCCBL_02542;JJJGHN_02594;MECBCD_02486;NBBOMM_02474
47	group_4192	gene_presence_absence	rnmV	Phosphotransferase system EIIB component type 2/3 domain-containing protein	0	50	0.0000	13	50	0.2600	Controls	-4.38	0.0275028	0.00158426	0.477448	0.001584-0.4774	1.73e-06		13.9462	Panaroo/Bakta+GenBank		rnmV	group_4192 | HMPREF0351_RS10740 | none confidence	ribonuclease M5	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=29.00; coverage=4.90	HMPREF0351_RS10740	rnmV	ribonuclease M5	complement(2201122..2201691)	nucleotide_similarity	29.00	4.90	none	matched_representative_sequence=group_4192	AKJFEH_02647;BPDKHC_02456;CDPMCH_02665;CMNCGK_02571;EDPIJB_02556;FABDMP_02466;FMBLNF_02486;GBBODN_02535;HBFAPG_02506;JHCCBL_02546;JJJGHN_02590;MECBCD_02490;NBBOMM_02478
48	group_4191	gene_presence_absence	spxB	pyruvate oxidase	0	50	0.0000	13	50	0.2600	Controls	-4.38	0.0275028	0.00158426	0.477448	0.001584-0.4774	1.73e-06		13.9462	Panaroo/Bakta+GenBank		spxB	group_4191 | HMPREF0351_RS00085 | none confidence	pyruvate oxidase	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=27.53; coverage=0.57	HMPREF0351_RS00085	spxB	pyruvate oxidase	complement(20752..22482)	nucleotide_similarity	27.53	0.57	none	matched_representative_sequence=group_4191	AKJFEH_02644;BPDKHC_02459;CDPMCH_02668;CMNCGK_02574;EDPIJB_02559;FABDMP_02469;FMBLNF_02483;GBBODN_02532;HBFAPG_02503;JHCCBL_02549;JJJGHN_02587;MECBCD_02493;NBBOMM_02481
49	group_4190	gene_presence_absence	group_4190	putative metal homeostasis protein	0	50	0.0000	13	50	0.2600	Controls	-4.38	0.0275028	0.00158426	0.477448	0.001584-0.4774	1.73e-06		13.9462	Panaroo/Bakta+GenBank		group_4190	group_4190 | HMPREF0351_RS00120 | none confidence	putative metal homeostasis protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=45.41; coverage=7.78	HMPREF0351_RS00120		putative metal homeostasis protein	29121..29237	nucleotide_similarity	45.41	7.78	none	matched_representative_sequence=group_4190	AKJFEH_02642;BPDKHC_02461;CDPMCH_02670;CMNCGK_02576;EDPIJB_02561;FABDMP_02471;FMBLNF_02481;GBBODN_02530;HBFAPG_02501;JHCCBL_02551;JJJGHN_02585;MECBCD_02495;NBBOMM_02483
50	group_4189	gene_presence_absence	yaaA	S4 domain-containing protein YaaA	0	50	0.0000	13	50	0.2600	Controls	-4.38	0.0275028	0.00158426	0.477448	0.001584-0.4774	1.73e-06		13.9462	Panaroo/Bakta+GenBank		yaaA	group_4189 | HMPREF0351_RS00015 | none confidence	S4 domain-containing protein YaaA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=46.62; coverage=7.53	HMPREF0351_RS00015	yaaA	S4 domain-containing protein YaaA	2962..3204	nucleotide_similarity	46.62	7.53	none	matched_representative_sequence=group_4189	AKJFEH_02643;BPDKHC_02460;CDPMCH_02669;CMNCGK_02575;EDPIJB_02560;FABDMP_02470;FMBLNF_02482;GBBODN_02531;HBFAPG_02502;JHCCBL_02550;JJJGHN_02586;MECBCD_02494;NBBOMM_02482
51	group_4188	gene_presence_absence	group_4188	2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase	0	50	0.0000	13	50	0.2600	Controls	-4.38	0.0275028	0.00158426	0.477448	0.001584-0.4774	1.73e-06		13.9462	Panaroo/Bakta+GenBank		group_4188	group_4188 | HMPREF0351_RS09540 | none confidence	YtxH domain-containing protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=31.10; coverage=2.46	HMPREF0351_RS09540		YtxH domain-containing protein	complement(1962397..1962999)	nucleotide_similarity	31.10	2.46	none	matched_representative_sequence=group_4188	AKJFEH_02645;BPDKHC_02458;CDPMCH_02667;CMNCGK_02573;EDPIJB_02558;FABDMP_02468;FMBLNF_02484;GBBODN_02533;HBFAPG_02504;JHCCBL_02548;JJJGHN_02588;MECBCD_02492;NBBOMM_02480
52	group_4187	gene_presence_absence	group_4187	PTS EIIC type-2 domain-containing protein	0	50	0.0000	13	50	0.2600	Controls	-4.38	0.0275028	0.00158426	0.477448	0.001584-0.4774	1.73e-06		13.9462	Panaroo/Bakta+GenBank		group_4187	group_4187 | HMPREF0351_RS04710 | none confidence	hypothetical protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=32.29; coverage=1.33	HMPREF0351_RS04710		hypothetical protein	960595..961242	nucleotide_similarity	32.29	1.33	none	matched_representative_sequence=group_4187	AKJFEH_02648;BPDKHC_02455;CDPMCH_02664;CMNCGK_02570;EDPIJB_02555;FABDMP_02465;FMBLNF_02487;GBBODN_02536;HBFAPG_02507;JHCCBL_02545;JJJGHN_02591;MECBCD_02489;NBBOMM_02477
53	group_4186	gene_presence_absence	acpP	acyl carrier protein	0	50	0.0000	13	50	0.2600	Controls	-4.38	0.0275028	0.00158426	0.477448	0.001584-0.4774	1.73e-06		13.9462	Panaroo/Bakta+GenBank		acpP	group_4186 | HMPREF0351_RS00470 | none confidence	acyl carrier protein	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=32.11; coverage=4.55	HMPREF0351_RS00470	acpP	acyl carrier protein	89046..89288	nucleotide_similarity	32.11	4.55	none	matched_representative_sequence=group_4186	AKJFEH_02641;BPDKHC_02462;CDPMCH_02671;CMNCGK_02577;EDPIJB_02562;FABDMP_02754;FMBLNF_02759;GBBODN_02529;HBFAPG_02500;JHCCBL_02552;JJJGHN_02584;MECBCD_02496;NBBOMM_02810
54	group_4185	gene_presence_absence	pplA	extracellular electron transfer flavoproteinPplA	0	50	0.0000	13	50	0.2600	Controls	-4.38	0.0275028	0.00158426	0.477448	0.001584-0.4774	1.73e-06		13.9462	Panaroo/Bakta+GenBank		pplA	group_4185 | HMPREF0351_RS12860 | none confidence	extracellular electron transfer flavoproteinPplA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=19.87; coverage=4.19	HMPREF0351_RS12860	pplA	extracellular electron transfer flavoproteinPplA	2663012..2663947	nucleotide_similarity	19.87	4.19	none	matched_representative_sequence=group_4185	AKJFEH_02646;BPDKHC_02457;CDPMCH_02666;CMNCGK_02572;EDPIJB_02557;FABDMP_02467;FMBLNF_02485;GBBODN_02534;HBFAPG_02505;JHCCBL_02547;JJJGHN_02589;MECBCD_02491;NBBOMM_02479
55	group_4184	gene_presence_absence	group_4184	D-galactonate dehydratase	0	50	0.0000	13	50	0.2600	Controls	-4.38	0.0275028	0.00158426	0.477448	0.001584-0.4774	1.73e-06		13.9462	Panaroo/Bakta+GenBank		group_4184	group_4184 | HMPREF0351_RS00110 | none confidence	FUSC family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=29.33; coverage=0.96	HMPREF0351_RS00110		FUSC family protein	26419..27444	nucleotide_similarity	29.33	0.96	none	matched_representative_sequence=group_4184	AKJFEH_02649;BPDKHC_02454;CDPMCH_02663;CMNCGK_02569;EDPIJB_02554;FABDMP_02464;FMBLNF_02488;GBBODN_02537;HBFAPG_02508;JHCCBL_02544;JJJGHN_02592;MECBCD_02488;NBBOMM_02476
56	group_4183	gene_presence_absence	group_4183	Phosphotriesterase	0	50	0.0000	13	50	0.2600	Controls	-4.38	0.0275028	0.00158426	0.477448	0.001584-0.4774	1.73e-06		13.9462	Panaroo/Bakta+GenBank		group_4183	group_4183 | HMPREF0351_RS08095 | none confidence	arginine repressor	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=16.49; coverage=1.77	HMPREF0351_RS08095		arginine repressor	1665941..1666420	nucleotide_similarity	16.49	1.77	none	matched_representative_sequence=group_4183	AKJFEH_02650;BPDKHC_02453;CDPMCH_02662;CMNCGK_02568;EDPIJB_02553;FABDMP_02463;FMBLNF_02489;GBBODN_02538;HBFAPG_02509;JHCCBL_02543;JJJGHN_02593;MECBCD_02487;NBBOMM_02475
57	group_3332	gene_presence_absence	murB	UDP-N-acetylmuramate dehydrogenase	0	50	0.0000	13	50	0.2600	Controls	-4.38	0.0275028	0.00158426	0.477448	0.001584-0.4774	1.73e-06		13.9462	Panaroo/Bakta+GenBank		murB	group_3332 | HMPREF0351_RS03235 | none confidence	UDP-N-acetylmuramate dehydrogenase	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=5.23; coverage=2.88	HMPREF0351_RS03235	murB	UDP-N-acetylmuramate dehydrogenase	684086..685021	nucleotide_similarity	5.23	2.88	none	matched_representative_sequence=group_3332	AKJFEH_02870;BPDKHC_02688;CDPMCH_02891;CMNCGK_02774;EDPIJB_02768;FABDMP_01807;FMBLNF_01816;GBBODN_00297;HBFAPG_02764;JHCCBL_00629;JJJGHN_02821;MECBCD_02756;NBBOMM_01855
58	group_2801	gene_presence_absence	group_2801	Transposase	0	50	0.0000	13	50	0.2600	Controls	-4.38	0.0275028	0.00158426	0.477448	0.001584-0.4774	1.73e-06		13.9462	Panaroo/Bakta+GenBank		group_2801	group_2801 | HMPREF0351_RS00075 | none confidence	ABC-F family ATP-binding cassettedomain-containing protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=20.24; coverage=1.81	HMPREF0351_RS00075		ABC-F family ATP-binding cassettedomain-containing protein	complement(18174..19796)	nucleotide_similarity	20.24	1.81	none	matched_representative_sequence=group_2801	AKJFEH_01972;BPDKHC_01633;CDPMCH_01730;CMNCGK_01708;EDPIJB_01851;FABDMP_01417;FMBLNF_01435;GBBODN_02129;HBFAPG_01811;JHCCBL_02014;JJJGHN_01672;MECBCD_01614;NBBOMM_01640
59	group_1205	gene_presence_absence	ssb	PTS system trehalose-specific EIIBC component	0	50	0.0000	13	50	0.2600	Controls	-4.38	0.0275028	0.00158426	0.477448	0.001584-0.4774	1.73e-06		13.9462	Panaroo/Bakta+GenBank		ssb	group_1205 | HMPREF0351_RS00040 | none confidence	single-stranded DNA-binding protein	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=32.14; coverage=0.78	HMPREF0351_RS00040	ssb	single-stranded DNA-binding protein	9334..9846	nucleotide_similarity	32.14	0.78	none	matched_representative_sequence=group_1205	AKJFEH_02869;BPDKHC_02687;CDPMCH_02890;CMNCGK_02773;EDPIJB_02769;FABDMP_01808;FMBLNF_01817;GBBODN_00296;HBFAPG_02765;JHCCBL_00628;JJJGHN_02822;MECBCD_02755;NBBOMM_01856
