rank	feature_id	feature_type	gene_name	product	case_present	case_total	case_frequency	control_present	control_total	control_frequency	enriched_in	beta	odds_ratio	odds_ratio_ci95_lower	odds_ratio_ci95_upper	odds_ratio_ci95	pyseer_pvalue	q_value	priority_score	annotation_source	notes	display_name	display_label	display_product	interpretation_note	annotation_evidence	reference_locus_tag	reference_gene	reference_product	reference_location	reference_match_type	reference_identity	reference_coverage	annotation_confidence	annotation_note	cluster_member_ids
26	group_6913	gene_presence_absence	dmeF	hypothetical protein;GmrSD restriction endonucleases N-terminal domain-containing protein	30	50	0.6000	1	50	0.0200	Cases	11.7	49.0976	8.80803	273.679	8.808-273.7	1.28e-05		13.5104	Panaroo/Bakta+GenBank		dmeF	group_6913 | A6739_RS00010 | none confidence	CDF family Co(II)/Ni(II) efflux transporterDmeF	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=38.08; coverage=1.03	A6739_RS00010	dmeF	CDF family Co(II)/Ni(II) efflux transporterDmeF	complement(681..1655)	nucleotide_similarity	38.08	1.03	none	matched_representative_sequence=group_6913	ANGLGM_01092;ANNMME_02126;BIMHKD_01022;BKKCFL_00646;CLAKBE_00109;DEPLCM_00110;EKEFBI_01536;EMLMMI_01306;FAMOPM_00262;FDMKAG_01766;GAEFLF_00262;GEIJOK_02001;HMEENH_00377;IILCLB_01762;JEJHBL_01766;JFJBEF_00264;JGKJBK_01156;JGKJBK_01157;JOLCOG_00575;KDMBIP_01474;LPJHGC_00798;MDFJDP_01262;MDFJDP_01263;MOFKMO_00600;NLLOAD_00284;NMFHKC_02037;NMOMMB_00262;OBKBPL_01379;OCKDLB_02038;OMJNPG_01811
27	group_4986	gene_presence_absence	erpA	Fimbrial protein	30	50	0.6000	1	50	0.0200	Cases	11.7	49.0976	8.80803	273.679	8.808-273.7	1.28e-05		13.5104	Panaroo/Bakta+GenBank		erpA	group_4986 | A6739_RS00095 | none confidence	iron-sulfur cluster insertion protein ErpA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=40.74; coverage=1.69	A6739_RS00095	erpA	iron-sulfur cluster insertion protein ErpA	20304..20639	nucleotide_similarity	40.74	1.69	none	matched_representative_sequence=group_4986	ANGLGM_01034;ANNMME_02068;BIMHKD_00964;BKKCFL_00588;CLAKBE_00167;DEPLCM_00168;EKEFBI_01478;EMLMMI_01364;FAMOPM_00204;FDMKAG_01824;GAEFLF_00204;GEIJOK_01943;HMEENH_00319;IILCLB_01704;JEJHBL_01824;JFJBEF_00206;JGKJBK_01098;JOLCOG_00633;KDMBIP_01416;LPJHGC_00740;MDFJDP_01204;MOFKMO_00658;NLLOAD_00226;NMFHKC_01979;NMOMMB_00204;OBKBPL_01321;OCKDLB_01980;OMJNPG_01869;OOAOIA_01368;PDKMKB_01159
28	group_4765	gene_presence_absence	group_4765	Lipoprotein	30	50	0.6000	1	50	0.0200	Cases	11.7	49.0976	8.80803	273.679	8.808-273.7	1.28e-05		13.5104	Panaroo/Bakta+GenBank		group_4765	group_4765 | A6739_RS00070 | none confidence	VTT domain-containing protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=37.67; coverage=1.90	A6739_RS00070		VTT domain-containing protein	complement(13570..14127)	nucleotide_similarity	37.67	1.90	none	matched_representative_sequence=group_4765	ANGLGM_00955;ANNMME_00812;BIMHKD_00885;BKKCFL_00433;CLAKBE_00246;DEPLCM_00247;EKEFBI_01399;EMLMMI_01443;FAMOPM_00125;FDMKAG_01903;GAEFLF_00125;GEIJOK_01864;HMEENH_00240;IILCLB_00772;JEJHBL_01903;JFJBEF_00127;JGKJBK_01019;JOLCOG_00712;KDMBIP_01337;LPJHGC_00661;MDFJDP_01125;MOFKMO_00737;NLLOAD_00147;NMFHKC_01900;NMOMMB_00125;OBKBPL_01242;OCKDLB_01901;OMJNPG_00829;OOAOIA_01290;PDKMKB_01238
29	group_4672	gene_presence_absence	group_4672	HTH tetR-type domain-containing protein	30	50	0.6000	1	50	0.0200	Cases	11.7	49.0976	8.80803	273.679	8.808-273.7	1.28e-05		13.5104	Panaroo/Bakta+GenBank		group_4672	group_4672 | A6739_RS00005 | none confidence	DsbC family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=41.16; coverage=1.63	A6739_RS00005		DsbC family protein	complement(<1..585)	nucleotide_similarity	41.16	1.63	none	matched_representative_sequence=group_4672	ANGLGM_00952;ANNMME_00815;BIMHKD_00882;BKKCFL_00436;CLAKBE_00249;DEPLCM_00250;EKEFBI_01396;EMLMMI_01446;FAMOPM_00122;FDMKAG_01906;GAEFLF_00122;GEIJOK_01861;HMEENH_00237;IILCLB_00769;JEJHBL_01906;JFJBEF_00124;JGKJBK_01016;JOLCOG_00715;KDMBIP_01334;LPJHGC_00658;MDFJDP_01122;MOFKMO_00740;NLLOAD_00144;NMFHKC_01897;NMOMMB_00122;OBKBPL_01239;OCKDLB_01898;OMJNPG_00832;OOAOIA_01287;PDKMKB_01241
30	group_4434	gene_presence_absence	group_4434	Nucleotidyltransferase	30	50	0.6000	1	50	0.0200	Cases	11.7	49.0976	8.80803	273.679	8.808-273.7	1.28e-05		13.5104	Panaroo/Bakta+GenBank		group_4434	group_4434 | A6739_RS00005 | none confidence	DsbC family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=42.86; coverage=1.42	A6739_RS00005		DsbC family protein	complement(<1..585)	nucleotide_similarity	42.86	1.42	none	matched_representative_sequence=group_4434	ANGLGM_01093;ANNMME_02127;BIMHKD_01023;BKKCFL_00647;CLAKBE_00108;DEPLCM_00109;EKEFBI_01537;EMLMMI_01305;FAMOPM_00263;FDMKAG_01765;GAEFLF_00263;GEIJOK_02002;HMEENH_00378;IILCLB_01763;JEJHBL_01765;JFJBEF_00265;JGKJBK_01158;JOLCOG_00574;KDMBIP_01475;LPJHGC_00799;MDFJDP_01264;MOFKMO_00599;NLLOAD_00285;NMFHKC_02038;NMOMMB_00263;OBKBPL_01380;OCKDLB_02039;OMJNPG_01810;OOAOIA_01427;PDKMKB_01100
31	group_2655	gene_presence_absence	group_2655	hypothetical protein;Abasic site processing protein	0	50	0.0000	11	50	0.2200	Controls	-5.27	0.0340077	0.00194385	0.594968	0.001944-0.595	3.64e-06		13.3169	Panaroo/Bakta+GenBank		group_2655	group_2655 | A6739_RS00005 | none confidence	DsbC family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=33.66; coverage=1.40	A6739_RS00005		DsbC family protein	complement(<1..585)	nucleotide_similarity	33.66	1.40	none	matched_representative_sequence=group_2655	AEPHHL_01588;AEPHHL_01589;AGNLLF_02993;AGNLLF_02994;BDOIEG_02089;CNACEH_02189;JBKHKM_01691;JMGEHL_02003;KAIBOE_03910;KAIBOE_03911;LNGIEH_02759;LNGIEH_02760;NGKKDC_01667;NGKKDC_01668;OBMFOM_01719;OLJICN_01664;OLJICN_01665
32	group_7489	gene_presence_absence	group_7489	Thioesterase	50	50	1.0000	29	50	0.5800	Cases	4.35	73.6102	4.29877	1260.47	4.299-1260	8.21e-05		13.2875	Panaroo/Bakta+GenBank		group_7489	group_7489 | A6739_RS00015 | none confidence	metal/formaldehyde-sensitive transcriptionalrepressor	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=38.13; coverage=1.72	A6739_RS00015		metal/formaldehyde-sensitive transcriptionalrepressor	1713..1976	nucleotide_similarity	38.13	1.72	none	matched_representative_sequence=group_7489	ACIDLP_01295;AHMIAP_01382;AIGIAA_03052;AMBHCN_00546;ANGLGM_00890;ANNMME_01076;BDOIEG_00984;BIMHKD_01493;BKKCFL_00384;CHLMLA_02750;CLAKBE_00593;CMDNKJ_02236;CNACEH_01833;COHMLF_00616;DEPLCM_01482;DHMCKF_01025;DLCDOA_00574;DPCGGD_01108;EDMCBA_03624;EKEFBI_02265;EKJIGM_01050;EMLMMI_02269;ENEAAA_03631;EOONHM_00219;FAMOPM_00755;FDMKAG_02410;FKBKHM_00206;FNOCKN_00101;GAEFLF_00757;GEIJOK_02328
33	group_1250	gene_presence_absence	cybC	HTH tetR-type domain-containing protein	50	50	1.0000	29	50	0.5800	Cases	4.35	73.6102	4.29877	1260.47	4.299-1260	8.21e-05		13.2875	Panaroo/Bakta+GenBank		cybC	group_1250 | A6739_RS00065 | none confidence	cytochrome b562	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=32.36; coverage=1.42	A6739_RS00065	cybC	cytochrome b562	13092..13484	nucleotide_similarity	32.36	1.42	none	matched_representative_sequence=group_1250	ACIDLP_01294;AHMIAP_01381;AIGIAA_03051;AMBHCN_00545;ANGLGM_00891;ANNMME_01077;BDOIEG_00985;BIMHKD_01492;BKKCFL_00385;CHLMLA_02749;CLAKBE_00592;CMDNKJ_02237;CNACEH_01834;COHMLF_00617;DEPLCM_01483;DHMCKF_01024;DLCDOA_00573;DPCGGD_01107;EDMCBA_03623;EKEFBI_02266;EKJIGM_01049;EMLMMI_02270;ENEAAA_03630;EOONHM_00218;FAMOPM_00756;FDMKAG_02409;FKBKHM_00205;FNOCKN_00100;GAEFLF_00758;GEIJOK_02329
34	group_4597	gene_presence_absence	rnpA	Flavodoxin-like fold domain-containing protein	0	50	0.0000	21	50	0.4200	Controls	-4.35	0.0135851	0.000793358	0.232624	0.0007934-0.2326	8.21e-05		13.2875	Panaroo/Bakta+GenBank		rnpA	group_4597 | A6739_RS00035 | none confidence	ribonuclease P protein component	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=36.53; coverage=1.56	A6739_RS00035	rnpA	ribonuclease P protein component	complement(5566..5958)	nucleotide_similarity	36.53	1.56	none	matched_representative_sequence=group_4597	AEAJCM_02553;AEPHHL_00772;AGNLLF_00214;AOBNGK_00168;APKFKK_02513;BCAJEO_02597;EAFGGO_00862;FEECBJ_00621;GPCEGG_02399;HIOOEO_02542;LABLAA_01432;LAEAMC_00274;NANECH_01592;NGKKDC_00867;NJCICH_01406;NKDDBA_02501;OIJAEJ_02512;OLJICN_00309;OMAPCN_02528;PAJDEF_02542;PDBBOI_02512
35	group_3740	gene_presence_absence	recF	HTH lysR-type domain-containing protein	0	50	0.0000	21	50	0.4200	Controls	-4.35	0.0135851	0.000793358	0.232624	0.0007934-0.2326	8.21e-05		13.2875	Panaroo/Bakta+GenBank		recF	group_3740 | A6739_RS00055 | none confidence	DNA replication/repair protein RecF	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=35.15; coverage=1.23	A6739_RS00055	recF	DNA replication/repair protein RecF	9451..10533	nucleotide_similarity	35.15	1.23	none	matched_representative_sequence=group_3740	AEAJCM_02554;AEPHHL_00773;AGNLLF_00215;AOBNGK_00169;APKFKK_02512;BCAJEO_02598;EAFGGO_00861;FEECBJ_00620;GPCEGG_02400;HIOOEO_02543;LABLAA_01433;LAEAMC_00275;NANECH_01593;NGKKDC_00866;NJCICH_01405;NKDDBA_02500;OIJAEJ_02513;OLJICN_00308;OMAPCN_02529;PAJDEF_02543;PDBBOI_02513
36	group_7091	gene_presence_absence	rpmH	50S ribosomal protein L34	36	50	0.7200	2	50	0.0400	Cases	3.12	48.8345	11.9313	199.877	11.93-199.9	2.71e-05		13.1769	Panaroo/Bakta+GenBank		rpmH	group_7091 | A6739_RS00040 | none confidence	50S ribosomal protein L34	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=47.20; coverage=3.43	A6739_RS00040	rpmH	50S ribosomal protein L34	complement(5988..6122)	nucleotide_similarity	47.20	3.43	none	matched_representative_sequence=group_7091	AIGIAA_03064;ANNMME_00710;BIMHKD_00224;CHLMLA_02105;DEPLCM_00548;EDMCBA_00703;EKEFBI_00247;EMLMMI_00247;ENEAAA_00438;FDMKAG_01030;FKBKHM_03450;FNOCKN_00735;GEIJOK_00053;GJMGGM_00700;GMFAHH_00376;HENMEN_02075;HKLMOD_00408;HMEENH_02119;IILCLB_00959;JAKFAI_00865;JDELMK_01989;JEJHBL_00053;JGKJBK_00186;KDMBIP_03047;LPJHGC_00053;MDFJDP_00202;NCLOCB_00703;NLLOAD_00548;NMFHKC_01031;OBKBPL_02704
37	group_6247	gene_presence_absence	group_6247	metal/formaldehyde-sensitive transcriptionalrepressor	36	50	0.7200	2	50	0.0400	Cases	3.12	48.8345	11.9313	199.877	11.93-199.9	2.71e-05		13.1769	Panaroo/Bakta+GenBank		group_6247	group_6247 | A6739_RS00015 | none confidence	metal/formaldehyde-sensitive transcriptionalrepressor	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=37.13; coverage=3.33	A6739_RS00015		metal/formaldehyde-sensitive transcriptionalrepressor	1713..1976	nucleotide_similarity	37.13	3.33	none	matched_representative_sequence=group_6247	AIGIAA_03072;ANNMME_00719;BIMHKD_00215;CHLMLA_02097;DEPLCM_00557;EDMCBA_00695;EKEFBI_00239;EMLMMI_00239;ENEAAA_00430;FDMKAG_01038;FKBKHM_03442;FNOCKN_00743;GEIJOK_00045;GJMGGM_00692;GMFAHH_00368;HENMEN_02067;HKLMOD_00400;HMEENH_02127;IILCLB_00951;JAKFAI_00873;JDELMK_01997;JEJHBL_00045;JGKJBK_00178;KDMBIP_03055;LPJHGC_00045;MDFJDP_00210;NCLOCB_00695;NLLOAD_00557;NMFHKC_01039;OBKBPL_02696
38	group_5866	gene_presence_absence	erpA	iron-sulfur cluster insertion protein ErpA	36	50	0.7200	2	50	0.0400	Cases	3.12	48.8345	11.9313	199.877	11.93-199.9	2.71e-05		13.1769	Panaroo/Bakta+GenBank		erpA	group_5866 | A6739_RS00095 | none confidence	iron-sulfur cluster insertion protein ErpA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=40.98; coverage=3.58	A6739_RS00095	erpA	iron-sulfur cluster insertion protein ErpA	20304..20639	nucleotide_similarity	40.98	3.58	none	matched_representative_sequence=group_5866	AIGIAA_03066;ANNMME_00712;BIMHKD_00222;CHLMLA_02103;DEPLCM_00550;EDMCBA_00701;EKEFBI_00245;EMLMMI_00245;ENEAAA_00436;FDMKAG_01032;FKBKHM_03448;FNOCKN_00737;GEIJOK_00051;GJMGGM_00698;GMFAHH_00374;HENMEN_02073;HKLMOD_00406;HMEENH_02121;IILCLB_00957;JAKFAI_00867;JDELMK_01991;JEJHBL_00051;JGKJBK_00184;KDMBIP_03049;LPJHGC_00051;MDFJDP_00204;NCLOCB_00701;NLLOAD_00550;NMFHKC_01033;OBKBPL_02702
39	group_1099	gene_presence_absence	dnaN	DNA polymerase III subunit beta	36	50	0.7200	2	50	0.0400	Cases	3.12	48.8345	11.9313	199.877	11.93-199.9	2.71e-05		13.1769	Panaroo/Bakta+GenBank		dnaN	group_1099 | A6739_RS00050 | none confidence	DNA polymerase III subunit beta	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=29.01; coverage=0.69	A6739_RS00050	dnaN	DNA polymerase III subunit beta	8288..9436	nucleotide_similarity	29.01	0.69	none	matched_representative_sequence=group_1099	AIGIAA_03063;ANNMME_00709;BIMHKD_00225;CHLMLA_02106;CHLMLA_02688;DEPLCM_00547;EDMCBA_00704;EKEFBI_00248;EMLMMI_00248;ENEAAA_00439;FDMKAG_01029;FKBKHM_03451;FNOCKN_00734;GEIJOK_00054;GJMGGM_00701;GMFAHH_00377;HENMEN_02572;HKLMOD_00409;HMEENH_02118;IILCLB_00960;JAKFAI_00864;JDELMK_01988;JEJHBL_00054;JGKJBK_00187;KDMBIP_03046;LPJHGC_00054;MDFJDP_00201;NCLOCB_00704;NLLOAD_00547;NMFHKC_01030
40	group_657	gene_presence_absence	rpmH	50S ribosomal protein L34	36	50	0.7200	2	50	0.0400	Cases	3.12	48.8345	11.9313	199.877	11.93-199.9	2.71e-05		13.1769	Panaroo/Bakta+GenBank		rpmH	group_657 | A6739_RS00040 | none confidence	50S ribosomal protein L34	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=56.00; coverage=6.67	A6739_RS00040	rpmH	50S ribosomal protein L34	complement(5988..6122)	nucleotide_similarity	56.00	6.67	none	matched_representative_sequence=group_6572	AIGIAA_03067;ANNMME_00713;BIMHKD_00221;CHLMLA_02102;DEPLCM_00551;EDMCBA_00700;EKEFBI_00244;EMLMMI_00244;ENEAAA_00435;FDMKAG_01033;FKBKHM_03447;FNOCKN_00738;GEIJOK_00050;GJMGGM_00697;GMFAHH_00373;HENMEN_02072;HKLMOD_00405;HMEENH_02122;IILCLB_00956;JAKFAI_00868;JDELMK_01992;JEJHBL_00050;JGKJBK_00183;KDMBIP_03050;LPJHGC_00050;MDFJDP_00205;NCLOCB_00700;NLLOAD_00551;NMFHKC_01034;OBKBPL_02701
41	group_454	gene_presence_absence	rnpA	DUF927 domain-containing protein	36	50	0.7200	2	50	0.0400	Cases	3.12	48.8345	11.9313	199.877	11.93-199.9	2.71e-05		13.1769	Panaroo/Bakta+GenBank		rnpA	group_454 | A6739_RS00035 | none confidence	ribonuclease P protein component	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=46.06; coverage=1.84	A6739_RS00035	rnpA	ribonuclease P protein component	complement(5566..5958)	nucleotide_similarity	46.06	1.84	none	matched_representative_sequence=group_4545	AIGIAA_03065;ANNMME_00711;BIMHKD_00223;CHLMLA_02104;DEPLCM_00549;EDMCBA_00702;EKEFBI_00246;EMLMMI_00246;ENEAAA_00437;FDMKAG_01031;FKBKHM_03449;FNOCKN_00736;GEIJOK_00052;GJMGGM_00699;GMFAHH_00375;HENMEN_02074;HKLMOD_00407;HMEENH_02120;IILCLB_00958;JAKFAI_00866;JDELMK_01990;JEJHBL_00052;JGKJBK_00185;KDMBIP_03048;LPJHGC_00052;MDFJDP_00203;NCLOCB_00702;NLLOAD_00549;NMFHKC_01032;OBKBPL_02703
42	group_773	gene_presence_absence	group_773	hypothetical protein;Bacteriophage protein	49	50	0.9800	24	50	0.4800	Cases	3.67	35.6939	6.42507	198.294	6.425-198.3	1.07e-05		13.1282	Panaroo/Bakta+GenBank		group_773	group_773 | A6739_RS00015 | none confidence	metal/formaldehyde-sensitive transcriptionalrepressor	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=41.33; coverage=2.26	A6739_RS00015		metal/formaldehyde-sensitive transcriptionalrepressor	1713..1976	nucleotide_similarity	41.33	2.26	none	matched_representative_sequence=group_773	ACIDLP_03862;AEAJCM_00299;AHMIAP_02620;AIGIAA_01386;AMBHCN_00809;ANGLGM_03378;ANNMME_03368;APKFKK_00300;BCAJEO_00301;BDOIEG_02078;BIMHKD_03643;BKKCFL_02468;CHLMLA_03844;CLAKBE_02772;COHMLF_02619;DEPLCM_03648;DHMCKF_02998;DLCDOA_00935;DPCGGD_03835;EDMCBA_03838;EKEFBI_03180;EKJIGM_02827;EMLMMI_03183;ENEAAA_03837;FAMOPM_02761;FDMKAG_01093;FKBKHM_03687;FNOCKN_03068;GAEFLF_02678;GEIJOK_01647
43	group_1184	gene_presence_absence	gyrB	Sulfatase N-terminal domain-containing protein	0	50	0.0000	15	50	0.3000	Controls	-4.51	0.0226765	0.00131336	0.391533	0.001313-0.3915	2.77e-05		13.0202	Panaroo/Bakta+GenBank		gyrB	group_1184 | A6739_RS00060 | none confidence	DNA topoisomerase (ATP-hydrolyzing) subunit B	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=29.20; coverage=0.58	A6739_RS00060	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	10586..13054	nucleotide_similarity	29.20	0.58	none	matched_representative_sequence=group_1184	AEPHHL_03691;AGNLLF_03342;AOBNGK_01987;CMDNKJ_01810;CNACEH_03015;FEECBJ_03328;JEOFII_02388;JMGEHL_02781;KNPJLO_02719;NADHLL_01345;NANECH_02759;NGKKDC_03683;OKKAGP_02240;OLJICN_03686;OMJIED_00718
44	group_4461	gene_presence_absence	lysE	Amino acid transporter LysE	0	50	0.0000	7	50	0.1400	Controls	-5.43	0.0574257	0.00318726	1.03466	0.003187-1.035	1.35e-06		12.9918	Panaroo/Bakta+GenBank		lysE	group_4461 | A6739_RS00070 | none confidence	VTT domain-containing protein	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=42.19; coverage=1.44	A6739_RS00070		VTT domain-containing protein	complement(13570..14127)	nucleotide_similarity	42.19	1.44	none	matched_representative_sequence=group_4461	AEPHHL_00469;AGNLLF_00734;KAIBOE_04029;NADHLL_03049;NGKKDC_00090;OLJICN_02562;OMJIED_02412
45	group_283	gene_presence_absence	group_283	Long-chain fatty acid transporter	50	50	1.0000	37	50	0.7400	Cases	4.5	36.36	2.09447	631.209	2.094-631.2	1.65e-05		12.9668	Panaroo/Bakta+GenBank		group_283	group_283 | A6739_RS00005 | none confidence	DsbC family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=38.86; coverage=1.40	A6739_RS00005		DsbC family protein	complement(<1..585)	nucleotide_similarity	38.86	1.40	none	matched_representative_sequence=group_2838	ACIDLP_01986;AEAJCM_00402;AHMIAP_02731;AIGIAA_00490;AMBHCN_02887;ANGLGM_02564;ANNMME_03334;AOBNGK_01261;APKFKK_00583;BCAJEO_00676;BDOIEG_01863;BIMHKD_01416;BKKCFL_02858;CHLMLA_02526;CLAKBE_01587;CMDNKJ_00849;CNACEH_02935;COHMLF_01207;DEPLCM_01698;DHMCKF_02049;DLCDOA_02787;DPCGGD_02897;EAFGGO_01857;EDMCBA_02616;EKEFBI_03434;EKJIGM_02412;EMLMMI_03437;ENEAAA_02764;FAMOPM_02922;FDMKAG_02742
46	group_285	gene_presence_absence	erpA	Long-chain fatty acid transporter	0	50	0.0000	13	50	0.2600	Controls	-4.5	0.0275028	0.00158426	0.477448	0.001584-0.4774	1.65e-05		12.9668	Panaroo/Bakta+GenBank		erpA	group_285 | A6739_RS00095 | none confidence	iron-sulfur cluster insertion protein ErpA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=46.43; coverage=1.61	A6739_RS00095	erpA	iron-sulfur cluster insertion protein ErpA	20304..20639	nucleotide_similarity	46.43	1.61	none	matched_representative_sequence=group_2851	AEPHHL_02079;AGNLLF_02693;EOONHM_01416;FEECBJ_03093;GLGIIC_02467;GMMHOP_01650;JBKHKM_03684;LNGIEH_02280;MOFLDA_01209;NGKKDC_02364;OBMFOM_03720;OLJICN_02134;OMJIED_00030
47	group_6231	gene_presence_absence	rnpA	ribonuclease P protein component	0	50	0.0000	16	50	0.3200	Controls	-4.98	0.0207021	0.00120151	0.356698	0.001202-0.3567	4.29e-05		12.9616	Panaroo/Bakta+GenBank		rnpA	group_6231 | A6739_RS00035 | none confidence	ribonuclease P protein component	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=41.58; coverage=4.69	A6739_RS00035	rnpA	ribonuclease P protein component	complement(5566..5958)	nucleotide_similarity	41.58	4.69	none	matched_representative_sequence=group_6231	AEAJCM_02219;AEPHHL_01016;APKFKK_02303;BCAJEO_02347;EAFGGO_00672;GPCEGG_02149;HIOOEO_02208;KAIBOE_03661;LABLAA_00931;NGKKDC_00622;NKDDBA_02207;OIJAEJ_02178;OLJICN_00065;OMAPCN_02194;PAJDEF_02208;PDBBOI_02174
48	group_457	gene_presence_absence	dnaA	Terminase	0	50	0.0000	16	50	0.3200	Controls	-4.98	0.0207021	0.00120151	0.356698	0.001202-0.3567	4.29e-05		12.9616	Panaroo/Bakta+GenBank		dnaA	group_457 | A6739_RS00045 | none confidence	chromosomal replication initiator protein DnaA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=36.91; coverage=1.54	A6739_RS00045	dnaA	chromosomal replication initiator protein DnaA	6793..8190	nucleotide_similarity	36.91	1.54	none	matched_representative_sequence=group_4574	AEAJCM_02216;AEPHHL_01013;APKFKK_02300;BCAJEO_02344;EAFGGO_00675;GPCEGG_02146;HIOOEO_02205;KAIBOE_03658;LABLAA_00934;NGKKDC_00625;NKDDBA_02204;OIJAEJ_02175;OLJICN_00068;OMAPCN_02191;PAJDEF_02205;PDBBOI_02177
49	group_6554	gene_presence_absence	erpA	iron-sulfur cluster insertion protein ErpA	49	50	0.9800	17	50	0.3400	Cases	3.1	63.1714	11.2644	354.268	11.26-354.3	0.000105		12.9600	Panaroo/Bakta+GenBank		erpA	group_6554 | A6739_RS00095 | none confidence	iron-sulfur cluster insertion protein ErpA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=30.84; coverage=7.62	A6739_RS00095	erpA	iron-sulfur cluster insertion protein ErpA	20304..20639	nucleotide_similarity	30.84	7.62	none	matched_representative_sequence=9_refound_46	12_refound_67;16_refound_91;17_refound_104;18_refound_121;19_refound_127;1_refound_7;20_refound_137;24_refound_169;35_refound_235;38_refound_268;46_refound_339;47_refound_344;48_refound_350;56_refound_404;57_refound_414;62_refound_460;69_refound_504;6_refound_37;70_refound_514;80_refound_588;84_refound_614;94_refound_686;97_refound_710;9_refound_46;ANGLGM_01552;ANNMME_00648;AOBNGK_00920;BIMHKD_00286;BKKCFL_00903;CLAKBE_01252
50	group_2709	gene_presence_absence	group_2709	Translesion error-prone DNA polymerase V autoproteolytic subunit	1	50	0.0200	31	50	0.6200	Controls	-3.39	0.018759	0.00335985	0.104737	0.00336-0.1047	6.18e-05		12.9453	Panaroo/Bakta+GenBank		group_2709	group_2709 | A6739_RS00100 | none confidence	alpha/beta fold hydrolase	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=36.82; coverage=1.80	A6739_RS00100		alpha/beta fold hydrolase	complement(20695..21540)	nucleotide_similarity	36.82	1.80	none	matched_representative_sequence=group_2709	AEAJCM_03522;AEPHHL_01587;AGNLLF_02992;APKFKK_03477;BCAJEO_03539;BDOIEG_02088;CNACEH_02188;DLCDOA_00102;EAFGGO_02328;GLMFPI_03294;GMMHOP_00295;GPCEGG_03664;HIOOEO_03469;IJKCGG_01026;JBKHKM_01692;JEOFII_00702;JMGEHL_02004;KAIBOE_03909;LAEAMC_00097;LNGIEH_02758;MOFLDA_00282;NANECH_01068;NGKKDC_01666;NJCICH_02037;NKDDBA_03466;OBMFOM_01720;OIJAEJ_03417;OKKAGP_03228;OLJICN_01666;OMAPCN_03497
51	group_2185	gene_presence_absence	group_2185	hypothetical protein;HTH tetR-type domain-containing protein	21	50	0.4200	49	50	0.9800	Controls	-11.5	0.0220853	0.0039672	0.122948	0.003967-0.1229	3.83e-05		12.9176	Panaroo/Bakta+GenBank		group_2185	group_2185 | A6739_RS00100 | none confidence	alpha/beta fold hydrolase	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=34.67; coverage=1.54	A6739_RS00100		alpha/beta fold hydrolase	complement(20695..21540)	nucleotide_similarity	34.67	1.54	none	matched_representative_sequence=group_2185	ACIDLP_01719;AEAJCM_01258;AEPHHL_00172;AGNLLF_01030;AHMIAP_00026;AIGIAA_02216;AMBHCN_02172;AOBNGK_00500;APKFKK_01257;BCAJEO_01416;BDOIEG_00138;CHLMLA_01434;CMDNKJ_00404;CNACEH_00387;COHMLF_00219;DHMCKF_00354;DLCDOA_02447;DLCDOA_02448;DPCGGD_01783;EAFGGO_00179;EDMCBA_01489;EKJIGM_02902;ENEAAA_01261;EOONHM_02596;FEECBJ_01023;FKBKHM_01439;FNOCKN_01350;GGMMDJ_02265;GJMGGM_01383;GLGIIC_02077
