sample	ERR11728851	ERR11728852	ERR11728855	ERR11728856	ERR11728857	ERR11728858	ERR11728860	ERR11728862	ERR11728863	ERR11728864	ERR11728865	ERR11728866	ERR11728867	ERR11728869	ERR11728871	ERR11728872	ERR11728873	ERR11728874	ERR11728875	ERR11728877	ERR11728879	ERR11728881	ERR11728882	ERR11728884	ERR11728885	ERR11728888	ERR11728891	ERR11728892	ERR11728894	ERR11728895	ERR11728896	ERR11728897	ERR11728898	ERR11728899	ERR11728900	ERR11728901	ERR11728902	ERR11728903	ERR11728904	ERR11728905	ERR11728906	ERR11728908	ERR11728909	ERR11728910	ERR11728911	ERR11728912	ERR11728913	ERR11728916	ERR11728917	ERR11728918	ERR11728919	ERR11728920	ERR11728922	ERR11728923	ERR11728924	ERR11728925	ERR11728926	ERR11728927	ERR11728928	ERR11728930	ERR11728932	ERR11728933	ERR11728934	ERR11728935	ERR11728936	ERR11728938	ERR11728940	ERR11728942	ERR11728943	ERR11728945	ERR11728946	ERR11728948	ERR11728949	ERR11728951	ERR11728952	ERR11728953	ERR11728954	ERR11728955	ERR11728956	ERR11728957	ERR11728959	ERR11728960	ERR11728961	ERR11728962	ERR11728966	ERR11728969	ERR11728970	ERR11728971	ERR11728974	ERR11728975	ERR11728976	ERR11728977	ERR11728978	ERR11728979	ERR11728981	ERR11728982	ERR11728983	ERR11728984	ERR11728985	ERR11728986
ERR11728882	0.00904645	0.00694555	0.263022	0.263022	0.263022	0.295981	0.263022	0.295981	0.00694555	0.00694555	0.00694555	0.00789262	0.00759618	4.76906e-05	0.00808024	0.00823165	0.00744966	0.00846101	0.00819369	0.00715996	0.00823165	0.00823165	0	0.00800497	0.0937829	0.00861543	0.00834599	0.00123693	0.00853806	0.23011	0.00838426	0.00823165	0.0084995	0.00846101	0.295981	0.219531	0.00687462	0.210897	0.219531	0.00789262	0.00178577	0.219531	0.219531	0.0042398	0.219531	0.0271635	0.0277775	0.00785531	0.0081558	0.00789262	0.0187432	0.219531	0.263022	0.0187432	0.23011	0.0187432	0.00861543	0.00826969	0.00785531	0.00224371	0.00134007	0.00865422	0.00846101	0.0186813	0.00853806	0.00900687	0.00916565	0.0239829	0.00800497	0.00846101	0.00131423	0.0151872	0.00857671	0.00705245	0.012872	0.00755945	0.012872	0.012872	0.00881017	0.00861543	0.00766986	0.0125405	0.00170624	0.00861543	0.0315792	0.00139189	0.00766986	0.00136596	0.00952763	0.00224371	0.00224371	0.00861543	0.0101041	0.00861543	0.00181236	0.00737682	0.00912584	0.00170624	0.00861543	0.00900687
ERR11728884	0.00952763	0.00834599	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.00834599	0.00834599	0.00834599	0.000119496	0.00846101	0.00808024	0.00936594	0.00964976	0.00900687	0.000458924	0.00075568	0.00842259	0.00892796	0.00892796	0.00800497	0	0.0893096	0.00888862	0.000906124	0.00853806	0.00932572	0.23011	0.00916565	0.00892796	0.000483446	0.000458924	0.263022	0.210897	0.00808024	0.203604	0.210897	0.00877107	0.00900687	0.23011	0.203604	0.00853806	0.210897	0.0204123	0.0281347	0.00900687	0.00881017	0.00877107	0.0190552	0.210897	0.295981	0.0190552	0.23011	0.0190552	0.00869309	0.00940624	0.00873204	0.00861543	0.0084995	0.00888862	0.00838426	0.0196275	0.00924552	0.00916565	0.00811798	0.0224927	0.00141786	0.0090861	0.00846101	0.0163307	0.00981378	0.00944662	0.0134525	0.0083078	0.0134525	0.0133547	0.00912584	0.0097316	0.00900687	0.0133059	0.00884936	0.00888862	0.0387085	0.00846101	0.00842259	0.00846101	0.00912584	0.00873204	0.00873204	0.00869309	0.00993767	0.00869309	0.00869309	0.00838426	0.00857671	0.00826969	0.00993767	0.00869309
ERR11728885	0.0898429	0.0903831	0.23011	0.23011	0.23011	0.243761	0.23011	0.243761	0.0903831	0.0903831	0.0903831	0.0914855	0.0920479	0.0943778	0.0926182	0.0926182	0.0914855	0.0893096	0.0893096	0.0893096	0.0882637	0.0882637	0.0937829	0.0893096	0	0.0887833	0.0893096	0.0926182	0.0926182	0.210897	0.0909306	0.0882637	0.0893096	0.0893096	0.23011	0.191731	0.0882637	0.191731	0.191731	0.0872439	0.0943778	0.197292	0.186761	0.0914855	0.191731	0.106845	0.106845	0.0909306	0.0909306	0.0872439	0.0937829	0.191731	0.243761	0.0937829	0.210897	0.0937829	0.0893096	0.0898429	0.0872439	0.0914855	0.0926182	0.0877506	0.0931964	0.0955937	0.0914855	0.0893096	0.0882637	0.0920479	0.0898429	0.0909306	0.0926182	0.0949813	0.0893096	0.0931964	0.0926182	0.0914855	0.0926182	0.0920479	0.0877506	0.0893096	0.0882637	0.0920479	0.0931964	0.0887833	0.1233	0.0926182	0.0914855	0.0926182	0.0882637	0.0926182	0.0926182	0.0893096	0.0893096	0.0893096	0.0926182	0.0914855	0.0887833	0.0937829	0.0898429	0.0887833
ERR11728888	0.00865422	0.00741321	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.00741321	0.00741321	0.00741321	0.00904645	0.00857671	0.00865422	0.00869309	0.00912584	0.00823165	0.00912584	0.00884936	0.00737682	0.00857671	0.00857671	0.00861543	0.00888862	0.0887833	0	0.00896738	0.00853806	0.00789262	0.23011	0.00173271	0.00857671	0.00916565	0.00912584	0.263022	0.203604	0.00705245	0.197292	0.203604	0.00796745	0.00956826	0.210897	0.197292	0.0102718	0.203604	0.0239063	0.0183741	0.00778092	0.00804257	0.00796745	0.0198213	0.203604	0.295981	0.0198213	0.23011	0.0198213	0.000855821	0.00770681	0.00781808	0.00948708	0.0084995	0.00113443	0.00723198	0.0188675	0.00912584	0.0011089	0.00793	0.0226378	0.00912584	0.000780658	0.00846101	0.0157789	0.00800497	0.00952763	0.0140492	0.00800497	0.0140492	0.0139988	0.00123693	0.00793	0.00793	0.0138985	0.00877107	0	0.0388388	0.00842259	0.00823165	0.00846101	0.00861543	0.00948708	0.00948708	0.000855821	0.00912584	0.000855821	0.00881017	0.00662843	0.00105797	0.0084995	0.00811798	0.00113443
ERR11728891	0.00977265	0.00861543	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.00861543	0.00861543	0.00861543	0.00103256	0.00842259	0.00842259	0.00916565	0.00989629	0.00924552	0.000434439	0.000143503	0.00873204	0.00928558	0.00928558	0.00834599	0.000906124	0.0893096	0.00896738	0	0.00888862	0.00924552	0.23011	0.00944662	0.00928558	0.000458924	0.000434439	0.263022	0.210897	0.00834599	0.203604	0.210897	0.00869309	0.00920555	0.23011	0.203604	0.00823165	0.210897	0.0191812	0.0279555	0.00940624	0.00920555	0.00869309	0.0187432	0.210897	0.295981	0.0187432	0.23011	0.0187432	0.00888862	0.00981378	0.00861543	0.00869309	0.00888862	0.0090861	0.00869309	0.0194991	0.00936594	0.00900687	0.00869309	0.0229306	0.00191916	0.00936594	0.00884936	0.0166683	0.00997914	0.00932572	0.0132573	0.00826969	0.0132573	0.0136496	0.0090861	0.00985499	0.00936594	0.0136002	0.00912584	0.00896738	0.0391011	0.00884936	0.00838426	0.00888862	0.00964976	0.00873204	0.00873204	0.00888862	0.00997914	0.00888862	0.00865422	0.00873204	0.0090861	0.0084995	0.0101041	0.00912584
ERR11728892	0.00952763	0.00737682	0.263022	0.263022	0.263022	0.295981	0.263022	0.295981	0.00737682	0.00737682	0.00737682	0.00846101	0.00752278	0.00128842	0.00781808	0.00877107	0.00819369	0.00896738	0.00877107	0.00730426	0.00853806	0.00853806	0.00123693	0.00853806	0.0926182	0.00853806	0.00888862	0	0.00884936	0.23011	0.00846101	0.00853806	0.00900687	0.00896738	0.295981	0.219531	0.00730426	0.210897	0.219531	0.00734051	0.00271444	0.219531	0.219531	0.00439372	0.219531	0.027077	0.0276889	0.00826969	0.00865422	0.00734051	0.0189925	0.219531	0.263022	0.0189925	0.23011	0.0189925	0.00842259	0.00857671	0.00741321	0.00277069	9.55247e-05	0.00873204	0.00834599	0.0178909	0.00896738	0.00896738	0.00892796	0.0237537	0.00823165	0.00826969	7.15897e-05	0.0151342	0.00888862	0.00708822	0.0126819	0.00770681	0.0126819	0.0126819	0.00904645	0.00892796	0.00730426	0.0123068	0.000434439	0.00853806	0.0297077	0.000143503	0.00770681	0.000119496	0.00964976	0.00277069	0.00277069	0.00842259	0.010441	0.00842259	0.000532603	0.00737682	0.00896738	0.00232584	0.00892796	0.00884936
ERR11728894	0.00826969	0.00789262	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.00789262	0.00789262	0.00789262	0.00924552	0.00916565	0.00861543	0.00873204	0.00916565	0.0084995	0.00944662	0.00904645	0.00800497	0.00861543	0.00861543	0.00853806	0.00932572	0.0926182	0.00789262	0.00924552	0.00884936	0	0.23011	0.00778092	0.00861543	0.00948708	0.00944662	0.295981	0.210897	0.00785531	0.203604	0.210897	0.00857671	0.00928558	0.219531	0.210897	0.00960897	0.210897	0.0269047	0.0264788	0.00826969	0.00823165	0.00857671	0.0194991	0.210897	0.295981	0.0194991	0.23011	0.0194991	0.00744966	0.00873204	0.00853806	0.00857671	0.00881017	0.00741321	0.00853806	0.0194352	0.00900687	0.00741321	0.00969064	0.0238299	0.00948708	0.00741321	0.00877107	0.0168391	0.00865422	0.00928558	0.0149234	0.00904645	0.0149234	0.0149234	0.00755945	0.00904645	0.00892796	0.0148187	0.0090861	0.00789262	0.0381928	0.00877107	0.00912584	0.00881017	0.0090861	0.00853806	0.00853806	0.00744966	0.00964976	0.00744966	0.00900687	0.00865422	0.00737682	0.00888862	0.00877107	0.00748619
ERR11728895	0.23011	0.23011	0.263022	0.263022	0.263022	0.219531	0.263022	0.219531	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.210897	0.23011	0.23011	0.23011	0.23011	0	0.23011	0.23011	0.23011	0.23011	0.191731	0.124491	0.23011	0.11197	0.126974	0.23011	0.23011	0.197292	0.1233	0.23011	0.1233	0.022205	0.133864	0.23011	0.23011	0.23011	0.23011	0.1233	0.243761	0.23011	0	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.219531	0.23011	0.23011	0.243761	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.243761	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.23011	0.219531	0.219531	0.23011	0.23011	0.219531
ERR11728896	0.00884936	0.00726808	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.00726808	0.00726808	0.00726808	0.00900687	0.0083078	0.00846101	0.00881017	0.0090861	0.00793	0.00952763	0.00924552	0.00752278	0.00873204	0.00873204	0.00838426	0.00916565	0.0909306	0.00173271	0.00944662	0.00846101	0.00778092	0.23011	0	0.00873204	0.00956826	0.00952763	0.295981	0.203604	0.00723198	0.197292	0.203604	0.00804257	0.00944662	0.219531	0.203604	0.0108269	0.203604	0.025894	0.0203459	0.00834599	0.00865422	0.00804257	0.0197565	0.203604	0.263022	0.0197565	0.23011	0.0197565	0.00208065	0.00811798	0.00796745	0.00960897	0.00846101	0.00216198	0.00752278	0.0192445	0.0090861	0.00213483	0.00819369	0.0228571	0.00932572	0.00162709	0.00846101	0.0157245	0.00853806	0.00936594	0.0139988	0.00823165	0.0139988	0.0138485	0.00232584	0.00842259	0.00808024	0.0136991	0.00873204	0.00173271	0.0384495	0.00842259	0.00834599	0.00846101	0.00881017	0.00956826	0.00956826	0.00208065	0.00952763	0.00208065	0.00884936	0.00652391	0.00227104	0.00920555	0.00857671	0.0023533
ERR11728897	0.00896738	0.00770681	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.00770681	0.00770681	0.00770681	0.0090861	0.00873204	0.0083078	0.0081558	0.00900687	0.00808024	0.00932572	0.00912584	0.00766986	0	0	0.00823165	0.00892796	0.0882637	0.00857671	0.00928558	0.00853806	0.00861543	0.23011	0.00873204	0	0.00936594	0.00932572	0.263022	0.203604	0.00748619	0.197292	0.203604	0.00819369	0.00920555	0.219531	0.197292	0.010314	0.203604	0.0284057	0.0276006	0.00796745	0.0083078	0.00819369	0.0184352	0.203604	0.295981	0.0184352	0.23011	0.0184352	0.00857671	0.00853806	0.00819369	0.0090861	0.00853806	0.00838426	0.00808024	0.0180709	0.00900687	0.00888862	0.00928558	0.0219205	0.00888862	0.00888862	0.00853806	0.0160531	0.00884936	0.00924552	0.0134036	0.00865422	0.0134036	0.0133059	0.00873204	0.00865422	0.00823165	0.0130638	0.00873204	0.00857671	0.0376857	0.0084995	0.00877107	0.00853806	0.00940624	0.0090861	0.0090861	0.00857671	0.0101878	0.00857671	0.00877107	0.00796745	0.0090861	0.00892796	0.00892796	0.00912584
ERR11728898	0.00985499	0.00877107	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.00877107	0.00877107	0.00877107	0.00060662	0.00877107	0.0084995	0.00956826	0.0100623	0.00932572	2.38274e-05	0.000312573	0.00884936	0.00936594	0.00936594	0.0084995	0.000483446	0.0893096	0.00916565	0.000458924	0.00900687	0.00948708	0.23011	0.00956826	0.00936594	0	2.38274e-05	0.263022	0.210897	0.0084995	0.203604	0.210897	0.00892796	0.00940624	0.23011	0.203604	0.0081558	0.210897	0.0198862	0.0280449	0.00948708	0.00916565	0.00892796	0.0188675	0.210897	0.295981	0.0188675	0.23011	0.0188675	0.00900687	0.00993767	0.00877107	0.00884936	0.00892796	0.00920555	0.00877107	0.0198213	0.00940624	0.00912584	0.00861543	0.0229306	0.0018924	0.00948708	0.00888862	0.016782	0.0101459	0.00948708	0.0133547	0.00861543	0.0133547	0.0137488	0.00920555	0.00989629	0.00948708	0.0136991	0.00928558	0.00916565	0.0392331	0.00888862	0.00873204	0.00892796	0.00952763	0.00892796	0.00892796	0.00900687	0.00989629	0.00900687	0.00877107	0.00888862	0.00896738	0.00853806	0.0102298	0.00900687
ERR11728899	0.00981378	0.00873204	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.00873204	0.00873204	0.00873204	0.00058191	0.00877107	0.0084995	0.00956826	0.0100623	0.00932572	0	0.00028831	0.00881017	0.00932572	0.00932572	0.00846101	0.000458924	0.0893096	0.00912584	0.000434439	0.00896738	0.00944662	0.23011	0.00952763	0.00932572	2.38274e-05	0	0.263022	0.210897	0.00846101	0.203604	0.210897	0.00888862	0.00940624	0.23011	0.203604	0.00811798	0.210897	0.0198213	0.0280449	0.00944662	0.00916565	0.00888862	0.0188675	0.210897	0.295981	0.0188675	0.23011	0.0188675	0.00900687	0.00989629	0.00873204	0.00881017	0.00888862	0.00916565	0.00873204	0.0197565	0.00936594	0.00912584	0.00857671	0.0229306	0.00186568	0.00944662	0.00888862	0.0167251	0.0101041	0.00944662	0.0133059	0.00857671	0.0133059	0.0136991	0.00916565	0.00989629	0.00944662	0.0136991	0.00924552	0.00912584	0.0392331	0.00888862	0.00869309	0.00888862	0.00952763	0.00892796	0.00892796	0.00900687	0.00985499	0.00900687	0.00877107	0.00884936	0.00896738	0.0084995	0.0102298	0.00900687
ERR11728900	0.263022	0.295981	0.243761	0.243761	0.243761	0.0110007	0.243761	0.0110444	0.295981	0.295981	0.295981	0.295981	0.263022	0.295981	0.295981	0.263022	0.295981	0.263022	0.263022	0.263022	0.263022	0.263022	0.295981	0.263022	0.23011	0.263022	0.263022	0.295981	0.295981	0.191731	0.295981	0.263022	0.263022	0.263022	0	0.191731	0.263022	0.197292	0.203604	0.263022	0.295981	0.197292	0.191731	0.263022	0.197292	0.219531	0.219531	0.263022	0.263022	0.263022	0.263022	0.197292	0.295981	0.263022	0.191731	0.263022	0.263022	0.263022	0.263022	0.263022	0.295981	0.263022	0.295981	0.263022	0.295981	0.263022	0.263022	0.243761	0.263022	0.295981	0.295981	0.295981	0.263022	0.295981	0.263022	0.263022	0.263022	0.263022	0.263022	0.263022	0.263022	0.263022	0.295981	0.263022	0.295981	0.295981	0.263022	0.295981	0.263022	0.263022	0.263022	0.263022	0.263022	0.263022	0.295981	0.263022	0.263022	0.295981	0.263022	0.263022
ERR11728901	0.210897	0.210897	0.219531	0.219531	0.219531	0.203604	0.219531	0.203604	0.210897	0.210897	0.210897	0.210897	0.210897	0.219531	0.210897	0.210897	0.203604	0.210897	0.210897	0.203604	0.203604	0.203604	0.219531	0.210897	0.191731	0.203604	0.210897	0.219531	0.210897	0.124491	0.203604	0.203604	0.210897	0.210897	0.191731	0	0.203604	0.0218499	0.000705841	0.203604	0.219531	0.167688	0.000508006	0.219531	0.000409992	0.136948	0.0396325	0.210897	0.210897	0.203604	0.210897	0.000458924	0.210897	0.210897	0.124491	0.210897	0.203604	0.210897	0.203604	0.219531	0.219531	0.203604	0.219531	0.210897	0.210897	0.203604	0.210897	0.210897	0.210897	0.203604	0.219531	0.219531	0.210897	0.210897	0.219531	0.210897	0.219531	0.219531	0.203604	0.210897	0.203604	0.219531	0.23011	0.203604	0.219531	0.219531	0.210897	0.219531	0.210897	0.219531	0.219531	0.203604	0.210897	0.203604	0.219531	0.210897	0.203604	0.219531	0.210897	0.203604
ERR11728902	0.00838426	0.000312573	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.000312573	0.000312573	0.000312573	0.0081558	0.00789262	0.00691005	0.00730426	0.00834599	0.00741321	0.00846101	0.00826969	0.000830728	0.00748619	0.00748619	0.00687462	0.00808024	0.0882637	0.00705245	0.00834599	0.00730426	0.00785531	0.23011	0.00723198	0.00748619	0.0084995	0.00846101	0.263022	0.203604	0	0.197292	0.203604	0.00170624	0.00796745	0.219531	0.197292	0.00924552	0.203604	0.027077	0.0263104	0.00673355	0.00705245	0.00170624	0.0186195	0.203604	0.295981	0.0186195	0.23011	0.0186195	0.00687462	0.00781808	0.00152214	0.00796745	0.00726808	0.00719593	0.00781808	0.0185579	0.00842259	0.00737682	0.00846101	0.0223484	0.0081558	0.00734051	0.00723198	0.0151342	0.0081558	0.00838426	0.0134525	0.00774383	0.0134525	0.0133547	0.00712406	0.00800497	0.00121124	0.0131603	0.00752278	0.00705245	0.037311	0.00719593	0.00789262	0.00723198	0.0081558	0.00793	0.00793	0.00687462	0.00888862	0.00687462	0.00748619	0.006248	0.00752278	0.00763299	0.00819369	0.00755945
ERR11728903	0.203604	0.203604	0.23011	0.23011	0.23011	0.210897	0.23011	0.210897	0.203604	0.203604	0.203604	0.203604	0.203604	0.210897	0.203604	0.203604	0.203604	0.203604	0.203604	0.197292	0.197292	0.197292	0.210897	0.203604	0.191731	0.197292	0.203604	0.210897	0.203604	0.11197	0.197292	0.197292	0.203604	0.203604	0.197292	0.0218499	0.197292	0	0.0223484	0.197292	0.210897	0.174408	0.0223484	0.210897	0.0221335	0.125715	0.0303826	0.203604	0.203604	0.197292	0.197292	0.0222766	0.210897	0.197292	0.11197	0.197292	0.197292	0.203604	0.197292	0.210897	0.210897	0.197292	0.210897	0.197292	0.197292	0.197292	0.203604	0.203604	0.203604	0.197292	0.210897	0.210897	0.197292	0.197292	0.210897	0.203604	0.210897	0.210897	0.197292	0.197292	0.197292	0.210897	0.219531	0.197292	0.210897	0.210897	0.203604	0.210897	0.203604	0.210897	0.210897	0.197292	0.203604	0.197292	0.210897	0.191731	0.197292	0.210897	0.203604	0.197292
ERR11728904	0.210897	0.210897	0.219531	0.219531	0.219531	0.23011	0.219531	0.23011	0.210897	0.210897	0.210897	0.210897	0.210897	0.219531	0.210897	0.210897	0.203604	0.210897	0.210897	0.203604	0.203604	0.203604	0.219531	0.210897	0.191731	0.203604	0.210897	0.219531	0.210897	0.126974	0.203604	0.203604	0.210897	0.210897	0.203604	0.000705841	0.203604	0.0223484	0	0.203604	0.219531	0.174408	0.000385581	0.219531	0.00028831	0.138572	0.0399018	0.210897	0.210897	0.203604	0.210897	0.000336872	0.210897	0.210897	0.126974	0.210897	0.203604	0.210897	0.203604	0.219531	0.219531	0.203604	0.219531	0.210897	0.210897	0.203604	0.210897	0.210897	0.210897	0.203604	0.219531	0.219531	0.210897	0.210897	0.219531	0.210897	0.219531	0.219531	0.203604	0.210897	0.203604	0.219531	0.23011	0.203604	0.219531	0.219531	0.210897	0.219531	0.210897	0.219531	0.219531	0.203604	0.210897	0.203604	0.219531	0.210897	0.203604	0.219531	0.210897	0.203604
ERR11728905	0.00924552	0.00178577	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.00178577	0.00178577	0.00178577	0.00892796	0.00842259	0.00789262	0.00766986	0.00924552	0.00823165	0.00888862	0.00861543	0.00208065	0.00819369	0.00819369	0.00789262	0.00877107	0.0872439	0.00796745	0.00869309	0.00734051	0.00857671	0.23011	0.00804257	0.00819369	0.00892796	0.00888862	0.263022	0.203604	0.00170624	0.197292	0.203604	0	0.00881017	0.219531	0.197292	0.00869309	0.203604	0.027077	0.0271635	0.00766986	0.00808024	2.38274e-05	0.0186195	0.203604	0.295981	0.0186195	0.23011	0.0186195	0.00770681	0.00857671	0.000312573	0.00881017	0.00726808	0.00766986	0.00861543	0.0187432	0.00869309	0.00808024	0.00936594	0.0226378	0.00884936	0.00819369	0.00723198	0.0156702	0.00900687	0.00873204	0.0136991	0.00861543	0.0136991	0.0139486	0.00763299	0.00869309	0.00160079	0.0140492	0.00759618	0.00796745	0.0370638	0.00719593	0.00865422	0.00723198	0.0090861	0.00865422	0.00865422	0.00770681	0.00924552	0.00770681	0.00712406	0.00708822	0.00838426	0.00857671	0.00896738	0.0084995
ERR11728906	0.00960897	0.00785531	0.263022	0.263022	0.263022	0.295981	0.263022	0.295981	0.00785531	0.00785531	0.00785531	0.00888862	0.00823165	0.00173271	0.00896738	0.00916565	0.0084995	0.00940624	0.0090861	0.0081558	0.00920555	0.00920555	0.00178577	0.00900687	0.0943778	0.00956826	0.00920555	0.00271444	0.00928558	0.23011	0.00944662	0.00920555	0.00940624	0.00940624	0.295981	0.219531	0.00796745	0.210897	0.219531	0.00881017	0	0.219531	0.210897	0.00433199	0.219531	0.0278663	0.0284057	0.00892796	0.00928558	0.00881017	0.0188053	0.219531	0.263022	0.0188053	0.23011	0.0188053	0.00932572	0.00932572	0.00873204	0.00282712	0.00265838	0.00932572	0.00916565	0.0189299	0.00952763	0.00985499	0.0102298	0.0247621	0.0090861	0.00932572	0.00265838	0.0160531	0.00969064	0.00793	0.0139988	0.00826969	0.0139988	0.0139988	0.00956826	0.00956826	0.00888862	0.0136991	0.00299754	0.00956826	0.0326168	0.00271444	0.00838426	0.00274254	0.0103986	0.00274254	0.00274254	0.00932572	0.0108269	0.00932572	0.00294054	0.00842259	0.00977265	0.00240836	0.00956826	0.00989629
ERR11728908	0.219531	0.23011	0.243761	0.243761	0.243761	0.203604	0.243761	0.203604	0.23011	0.23011	0.23011	0.23011	0.219531	0.219531	0.219531	0.219531	0.219531	0.23011	0.23011	0.210897	0.219531	0.219531	0.219531	0.23011	0.197292	0.210897	0.23011	0.219531	0.219531	0.197292	0.219531	0.219531	0.23011	0.23011	0.197292	0.167688	0.219531	0.174408	0.174408	0.219531	0.219531	0	0.170926	0.219531	0.170926	0.197292	0.182269	0.219531	0.219531	0.219531	0.23011	0.170926	0.263022	0.23011	0.197292	0.23011	0.210897	0.210897	0.219531	0.210897	0.219531	0.210897	0.210897	0.219531	0.219531	0.210897	0.219531	0.23011	0.23011	0.210897	0.219531	0.219531	0.210897	0.219531	0.219531	0.210897	0.219531	0.219531	0.210897	0.210897	0.219531	0.219531	0.23011	0.210897	0.219531	0.219531	0.210897	0.219531	0.210897	0.210897	0.210897	0.210897	0.210897	0.210897	0.219531	0.219531	0.210897	0.210897	0.210897	0.210897
ERR11728909	0.210897	0.210897	0.219531	0.219531	0.219531	0.203604	0.219531	0.203604	0.210897	0.210897	0.210897	0.210897	0.210897	0.210897	0.210897	0.210897	0.210897	0.203604	0.203604	0.197292	0.197292	0.197292	0.219531	0.203604	0.186761	0.197292	0.203604	0.219531	0.210897	0.1233	0.203604	0.197292	0.203604	0.203604	0.191731	0.000508006	0.197292	0.0223484	0.000385581	0.197292	0.210897	0.170926	0	0.203604	9.55247e-05	0.133864	0.0397669	0.203604	0.203604	0.197292	0.210897	0.000143503	0.210897	0.210897	0.1233	0.210897	0.197292	0.203604	0.197292	0.219531	0.219531	0.197292	0.219531	0.210897	0.210897	0.197292	0.203604	0.203604	0.203604	0.203604	0.219531	0.219531	0.210897	0.210897	0.219531	0.210897	0.219531	0.219531	0.197292	0.210897	0.197292	0.219531	0.23011	0.197292	0.219531	0.219531	0.210897	0.219531	0.203604	0.219531	0.219531	0.197292	0.203604	0.197292	0.219531	0.203604	0.197292	0.219531	0.203604	0.197292
ERR11728910	0.0102718	0.00936594	0.263022	0.263022	0.263022	0.295981	0.263022	0.295981	0.00936594	0.00936594	0.00936594	0.00869309	0.010314	0.00417861	0.0100207	0.0107405	0.0101041	0.00811798	0.0081558	0.00948708	0.010314	0.010314	0.0042398	0.00853806	0.0914855	0.0102718	0.00823165	0.00439372	0.00960897	0.23011	0.0108269	0.010314	0.0081558	0.00811798	0.263022	0.219531	0.00924552	0.210897	0.219531	0.00869309	0.00433199	0.219531	0.203604	0	0.219531	0.0251607	0.0281347	0.0101878	0.00997914	0.00869309	0.0191812	0.219531	0.263022	0.0191812	0.23011	0.0191812	0.00997914	0.0109136	0.00853806	0.00322742	0.00433199	0.0102298	0.0100207	0.0200167	0.00985499	0.0101041	0.0105688	0.0246831	0.00912584	0.0103986	0.00433199	0.0181917	0.0106545	0.00924552	0.0147145	0.0102718	0.0147145	0.0151342	0.0100623	0.0105261	0.00969064	0.0151342	0.00467416	0.0102718	0.0330427	0.00436283	0.0103986	0.00436283	0.0111761	0.00314086	0.00314086	0.00997914	0.0110444	0.00997914	0.00414809	0.00969064	0.00993767	0.00427048	0.0106974	0.00993767
ERR11728911	0.210897	0.210897	0.219531	0.219531	0.219531	0.203604	0.219531	0.203604	0.210897	0.210897	0.210897	0.210897	0.210897	0.219531	0.210897	0.210897	0.210897	0.210897	0.210897	0.203604	0.203604	0.203604	0.219531	0.210897	0.191731	0.203604	0.210897	0.219531	0.210897	0.1233	0.203604	0.203604	0.210897	0.210897	0.197292	0.000409992	0.203604	0.0221335	0.00028831	0.203604	0.219531	0.170926	9.55247e-05	0.219531	0	0.13538	0.0399018	0.210897	0.210897	0.203604	0.210897	4.76906e-05	0.210897	0.210897	0.1233	0.210897	0.203604	0.210897	0.203604	0.219531	0.219531	0.203604	0.219531	0.210897	0.210897	0.203604	0.210897	0.210897	0.210897	0.203604	0.219531	0.219531	0.210897	0.210897	0.219531	0.210897	0.219531	0.219531	0.203604	0.210897	0.203604	0.219531	0.23011	0.203604	0.219531	0.219531	0.210897	0.219531	0.210897	0.219531	0.219531	0.203604	0.210897	0.203604	0.219531	0.210897	0.203604	0.219531	0.210897	0.203604
