rank	feature_id	feature_type	gene_name	product	case_present	case_total	case_frequency	control_present	control_total	control_frequency	enriched_in	beta	odds_ratio	odds_ratio_ci95_lower	odds_ratio_ci95_upper	odds_ratio_ci95	pyseer_pvalue	q_value	priority_score	annotation_source	notes	display_name	display_label	display_product	interpretation_note	annotation_evidence	reference_locus_tag	reference_gene	reference_product	reference_location	reference_match_type	reference_identity	reference_coverage	annotation_confidence	annotation_note	cluster_member_ids
24	group_8717	gene_presence_absence	dnaK	hypothetical protein;Bacteriophage protein;Prophage endo-N-neuraminidase	37	50	0.7400	5	50	0.1000	Cases	3.24	22.9798	7.79118	67.7781	7.791-67.78	1.04e-11		18.5053	Panaroo/Bakta+GenBank		dnaK	group_8717 | KPN_RS00070 | none confidence	molecular chaperone DnaK	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=30.84; coverage=0.36	KPN_RS00070	dnaK	molecular chaperone DnaK	13612..15528	nucleotide_similarity	30.84	0.36	none	matched_representative_sequence=group_8717	AEOABF_00872;AEOABF_05605;AHHNMN_02307;AHHNMN_05571;AHNHFK_05661;AHNHFK_05711;ANNNIK_05700;BEDDGA_00612;BEDDGA_05725;BGGBBI_05308;BLCKKP_03078;BLCKKP_04474;CBCBPB_02209_len;CHCLDJ_03125;CHCLDJ_05741;CPJPGI_01603;CPJPGI_03702;DGLKOJ_00736;DGLKOJ_05338;EKPLKB_05009;EKPLKB_05195;EOIIEI_05357;EOIIEI_05400;FIIMIJ_01901;FIIMIJ_05888;FMDNFB_05585;FPBJNE_04599;FPPMFH_00957;FPPMFH_03552;GCNAEO_02622_len
25	group_8318	gene_presence_absence	budA	acetolactate decarboxylase	37	50	0.7400	5	50	0.1000	Cases	3.24	22.9798	7.79118	67.7781	7.791-67.78	1.04e-11		18.5053	Panaroo/Bakta+GenBank		budA	group_8318 | KPN_RS11095 | none confidence	acetolactate decarboxylase	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=27.69; coverage=7.69	KPN_RS11095	budA	acetolactate decarboxylase	2254526..2255305	nucleotide_similarity	27.69	7.69	none	matched_representative_sequence=97_refound_1447	97_refound_1447;AENLJA_00541;AEOABF_00928;AHHNMN_00531;AHNHFK_01937;ANNNIK_00765;BEDDGA_00668;BGGBBI_00352;BLCKKP_04418;CBCBPB_02153;CHCLDJ_00555;CPJPGI_01547;DGLKOJ_00792;EKPLKB_01621;EOIIEI_01666;FIIMIJ_00394;FMDNFB_01302;FPBJNE_04655;FPPMFH_01013;GOALEL_04526;HBAILA_00893;HBKCOO_01409;IBBJOJ_01588;IECKKB_01050;JGNJAB_01583;JJNMLC_01042;JMFOKH_02174;KKELHE_01696;KNNKAF_00555;LBJLPI_01201
26	group_7636	gene_presence_absence	group_7636	DUF2575 domain-containing protein	37	50	0.7400	5	50	0.1000	Cases	3.24	22.9798	7.79118	67.7781	7.791-67.78	1.04e-11		18.5053	Panaroo/Bakta+GenBank		group_7636	group_7636 | KPN_RS32305 | none confidence	DUF2575 domain-containing protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=45.00; coverage=3.42	KPN_RS32305		DUF2575 domain-containing protein	<19553..19758	nucleotide_similarity	45.00	3.42	none	matched_representative_sequence=group_7636	AENLJA_00543;AEOABF_00925;AHHNMN_00528;AHNHFK_01934;ANNNIK_00768;BEDDGA_00665;BGGBBI_00349;BLCKKP_04421;CBCBPB_02156;CHCLDJ_00552;CPJPGI_01550;DGLKOJ_00789;EKPLKB_01618;EOIIEI_01663;FIIMIJ_00391;FMDNFB_01299;FPBJNE_04652;FPPMFH_01010;GOALEL_04529;HBAILA_00890;HBKCOO_01412;IBBJOJ_01591;IECKKB_01053;JGNJAB_01580;JJNMLC_01045;JMFOKH_02177;JMKDJN_01315;KKELHE_01693;KNNKAF_00552;LBJLPI_01204
27	group_6771	gene_presence_absence	stpA	DNA-binding protein H-NS	37	50	0.7400	5	50	0.1000	Cases	3.24	22.9798	7.79118	67.7781	7.791-67.78	1.04e-11		18.5053	Panaroo/Bakta+GenBank		stpA	group_6771 | KPN_RS16070 | none confidence	DNA-binding protein StpA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=36.18; coverage=4.20	KPN_RS16070	stpA	DNA-binding protein StpA	complement(3298016..3298417)	nucleotide_similarity	36.18	4.20	none	matched_representative_sequence=38_refound_634	38_refound_634;AEOABF_05117;AHHNMN_04801;AHNHFK_05364;BEDDGA_05322;BGGBBI_05335;BLCKKP_05120;CBCBPB_05223;CHCLDJ_04969;CPJPGI_05035;DGLKOJ_05106;EKPLKB_03524;EOIIEI_05389;FIIMIJ_04950;FMDNFB_04658;FPBJNE_02813;FPPMFH_05392;GCNAEO_04951;GOALEL_04956;HBAILA_04946;HBKCOO_04856;IBBJOJ_04991;IECKKB_04997;JGNJAB_04998;JJNMLC_04689;JMFOKH_02488;KKELHE_05047;KNNKAF_04872;LEGHFF_02429;LGDJCA_02380
28	group_5588	gene_presence_absence	trpCF	Helix-turn-helix transcriptional regulator	37	50	0.7400	5	50	0.1000	Cases	3.24	22.9798	7.79118	67.7781	7.791-67.78	1.04e-11		18.5053	Panaroo/Bakta+GenBank		trpCF	group_5588 | KPN_RS06720 | none confidence	bifunctional indole-3-glycerol-phosphatesynthase TrpC/phosphoribosylanthranilate isomerase TrpF	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=27.53; coverage=2.17	KPN_RS06720	trpCF	bifunctional indole-3-glycerol-phosphatesynthase TrpC/phosphoribosylanthranilate isomerase TrpF	complement(1408179..1409537)	nucleotide_similarity	27.53	2.17	none	matched_representative_sequence=group_5588	AENLJA_00542;AEOABF_00926;AHHNMN_00529;AHNHFK_01935;ANNNIK_00767;BEDDGA_00666;BGGBBI_00350;BLCKKP_04420;CBCBPB_02155;CHCLDJ_00553;CPJPGI_01549;DGLKOJ_00790;EKPLKB_01619;EOIIEI_01664;FIIMIJ_00392;FMDNFB_01300;FPBJNE_04653;FPPMFH_01011;GOALEL_04528;HBAILA_00891;HBKCOO_01411;IBBJOJ_01590;IECKKB_01052;JGNJAB_01581;JJNMLC_01044;JMFOKH_02176;JMKDJN_01316;KKELHE_01694;KNNKAF_00553;LBJLPI_01203
29	group_427	gene_presence_absence	group_427	DMSO/selenate family reductase complex Bsubunit	37	50	0.7400	5	50	0.1000	Cases	3.24	22.9798	7.79118	67.7781	7.791-67.78	1.04e-11		18.5053	Panaroo/Bakta+GenBank		group_427	group_427 | KPN_RS08475 | none confidence	DMSO/selenate family reductase complex Bsubunit	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=43.77; coverage=2.67	KPN_RS08475		DMSO/selenate family reductase complex Bsubunit	complement(1755801..1756418)	nucleotide_similarity	43.77	2.67	none	matched_representative_sequence=group_4277	AEOABF_05388;AHHNMN_02305;AHNHFK_05683;ANNNIK_05702;BEDDGA_05727;BGGBBI_05290;BLCKKP_03080;CBCBPB_02211;CHCLDJ_03123;CPJPGI_03704;DGLKOJ_05340;EKPLKB_05193;EOIIEI_05394;FIIMIJ_01903;FMDNFB_05577;FPBJNE_05285;FPPMFH_03554;GCNAEO_02620;GOALEL_03176;HBAILA_02859;HBKCOO_05264;IBBJOJ_03032;IECKKB_02499;JGNJAB_02945;JJNMLC_01638;JMFOKH_02982;KKELHE_03228;KNNKAF_05199;LBJLPI_01590;LEGHFF_03867
30	group_78	gene_presence_absence	cspE	RNA chaperone/antiterminator CspA	37	50	0.7400	5	50	0.1000	Cases	3.24	22.9798	7.79118	67.7781	7.791-67.78	1.04e-11		18.5053	Panaroo/Bakta+GenBank		cspE	group_78 | KPN_RS21170 | high confidence	RNA chaperone/antiterminator CspA	High-confidence GenBank-supported annotation.	identity=100.00; coverage=100.00	KPN_RS21170	cspE	RNA chaperone/antiterminator CspA	4296903..4297115	nucleotide_exact_or_contained	100.00	100.00	high	matched_representative_sequence=group_7811	AEOABF_05116;AHHNMN_04800;AHNHFK_05365;ANNNIK_05729;BEDDGA_05321;BGGBBI_05334;BLCKKP_05119;CBCBPB_05222;CHCLDJ_04970;CPJPGI_05036;DGLKOJ_05107;EKPLKB_03525;EOIIEI_05390;FIIMIJ_04949;FMDNFB_04659;FPBJNE_02812;FPPMFH_05393;GCNAEO_04950;GOALEL_04957;HBAILA_04947;HBKCOO_04855;IBBJOJ_04992;IECKKB_04998;JGNJAB_04997;JJNMLC_04690;JMFOKH_02489;KKELHE_05048;KNNKAF_04871;LEGHFF_02428;LGDJCA_02379
31	group_8778	gene_presence_absence	group_8778	hypothetical protein;Sugar ABC transporter substrate-binding protein	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		group_8778	group_8778 | KPN_RS11565 | none confidence	efflux RND transporter periplasmic adaptorsubunit	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=31.29; coverage=2.96	KPN_RS11565		efflux RND transporter periplasmic adaptorsubunit	complement(2350882..2351991)	nucleotide_similarity	31.29	2.96	none	matched_representative_sequence=group_8778	AIJMHO_04709;BMDOOG_04787;CCKLPP_04848;DDIAJH_05321;EANECB_05369;EDGMEC_05412;FFLFOK_04602;FLEPEF_04834;HABJKE_04702;HFMEMF_05218;JEGCDC_05400;KAFEBA_05292;KKNIEC_05259;KLPANJ_05463;KPDGKM_05430;LBJLPI_04360;MBNFKH_05121;MJEKEA_05293;OCFBPG_05234;OCGJJJ_05499;OHBKLB_04267;PKAHKO_05133;PMCEMD_05187
32	ant2Ia	gene_presence_absence	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		ant(2'')-Ia	ant2Ia | KPN_RS22165 | none confidence	tRNA uridine-5-carboxymethylaminomethyl(34)synthesis GTPase MnmE	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=23.25; coverage=2.31	KPN_RS22165	mnmE	tRNA uridine-5-carboxymethylaminomethyl(34)synthesis GTPase MnmE	4499853..4501217	nucleotide_similarity	23.25	2.31	none	matched_representative_sequence=ant2Ia	AIJMHO_05590;BEDDGA_05742;BMDOOG_05376;CCKLPP_05407;EANECB_05555;EDGMEC_05562;FFLFOK_04556;FLEPEF_05505;HABJKE_04656;HFMEMF_05316;JEGCDC_05569;KAFEBA_05377;KKNIEC_05368;KLPANJ_05500;KPDGKM_05569;LBJLPI_05494;MBNFKH_05530;MJEKEA_05549;OCGJJJ_05698;OHBKLB_04313;PKAHKO_05307;PMCEMD_05346;PMCNJE_05901
33	group_7834	gene_presence_absence	rpsT	Phage protein	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		rpsT	group_7834 | KPN_RS00095 | none confidence	30S ribosomal protein S20	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=48.52; coverage=3.81	KPN_RS00095	rpsT	30S ribosomal protein S20	complement(19173..19436)	nucleotide_similarity	48.52	3.81	none	matched_representative_sequence=group_7834	AIJMHO_04727;BMDOOG_04805;CCKLPP_04830;DDIAJH_05339;EANECB_05351;EDGMEC_05394;FFLFOK_04620;FLEPEF_04816;HABJKE_04720;HFMEMF_05200;JEGCDC_05382;KAFEBA_05274;KKNIEC_05277;KLPANJ_05445;KPDGKM_05448;LBJLPI_04378;MBNFKH_05103;MJEKEA_05275;OCFBPG_05216;OCGJJJ_05517;OHBKLB_04249;PKAHKO_05151;PMCEMD_05205
34	group_7768	gene_presence_absence	rpsT	Inner membrane protein	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		rpsT	group_7768 | KPN_RS00095 | none confidence	30S ribosomal protein S20	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=42.24; coverage=3.20	KPN_RS00095	rpsT	30S ribosomal protein S20	complement(19173..19436)	nucleotide_similarity	42.24	3.20	none	matched_representative_sequence=group_7768	AIJMHO_04726;BMDOOG_04804;CCKLPP_04831;DDIAJH_05338;EANECB_05352;EDGMEC_05395;FFLFOK_04619;FLEPEF_04817;HABJKE_04719;HFMEMF_05201;JEGCDC_05383;KAFEBA_05275;KKNIEC_05276;KLPANJ_05446;KPDGKM_05447;LBJLPI_04377;MBNFKH_05104;MJEKEA_05276;OCFBPG_05217;OCGJJJ_05516;OHBKLB_04250;PKAHKO_05150;PMCEMD_05204
35	group_7559	gene_presence_absence	nfuA	HTH cro/C1-type domain-containing protein	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		nfuA	group_7559 | KPN_RS20445 | none confidence	Fe-S biogenesis protein NfuA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=30.30; coverage=6.43	KPN_RS20445	nfuA	Fe-S biogenesis protein NfuA	4129821..4130396	nucleotide_similarity	30.30	6.43	none	matched_representative_sequence=group_7559	AIJMHO_04717;BMDOOG_04795;CCKLPP_04840;DDIAJH_05329;EANECB_05361;EDGMEC_05404;FFLFOK_04610;FLEPEF_04826;HABJKE_04710;HFMEMF_05210;JEGCDC_05392;KAFEBA_05284;KKNIEC_05267;KLPANJ_05455;KPDGKM_05438;LBJLPI_04368;MBNFKH_05113;MJEKEA_05285;OCFBPG_05226;OCGJJJ_05507;OHBKLB_04259;PKAHKO_05141;PMCEMD_05195
36	group_6627	gene_presence_absence	impA	Protein impA	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		impA	group_6627 | KPN_RS06330 | none confidence	translesion error-prone DNA polymerase Vautoproteolytic subunit	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=46.55; coverage=4.14	KPN_RS06330		translesion error-prone DNA polymerase Vautoproteolytic subunit	1332862..1333281	nucleotide_similarity	46.55	4.14	none	matched_representative_sequence=group_6627	AIJMHO_04730;BMDOOG_04808;CCKLPP_04827;DDIAJH_05341;EANECB_05349;EDGMEC_05392;FFLFOK_04623;FLEPEF_04813;HABJKE_04723;HFMEMF_05198;JEGCDC_05380;KAFEBA_05272;KKNIEC_05279;KLPANJ_05443;KPDGKM_05450;LBJLPI_04381;MBNFKH_05101;MJEKEA_05273;OCFBPG_05214;OCGJJJ_05519;OHBKLB_04246;PKAHKO_05153;PMCEMD_05207
37	group_6436	gene_presence_absence	ampE	XRE family transcriptional regulator	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		ampE	group_6436 | KPN_RS00605 | none confidence	beta-lactamase regulator AmpE	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=35.81; coverage=3.33	KPN_RS00605	ampE	beta-lactamase regulator AmpE	131116..131970	nucleotide_similarity	35.81	3.33	none	matched_representative_sequence=group_6436	AIJMHO_04708;BMDOOG_04786;CCKLPP_04849;DDIAJH_05320;EANECB_05370;EDGMEC_05413;FFLFOK_04601;FLEPEF_04835;HABJKE_04701;HFMEMF_05219;JEGCDC_05401;KAFEBA_05293;KKNIEC_05258;KLPANJ_05464;KPDGKM_05429;LBJLPI_04359;MBNFKH_05122;MJEKEA_05294;OCFBPG_05235;OCGJJJ_05498;OHBKLB_04268;PKAHKO_05132;PMCEMD_05186
38	group_6063	gene_presence_absence	norR	phospholipase D	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		norR	group_6063 | KPN_RS16320 | none confidence	nitric oxide reductase transcriptional regulatorNorR	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=22.03; coverage=2.84	KPN_RS16320	norR	nitric oxide reductase transcriptional regulatorNorR	complement(3337673..3339223)	nucleotide_similarity	22.03	2.84	none	matched_representative_sequence=group_6063	AIJMHO_04710;BMDOOG_04788;CCKLPP_04847;DDIAJH_05322;EANECB_05368;EDGMEC_05411;FFLFOK_04603;FLEPEF_04833;HABJKE_04703;HFMEMF_05217;JEGCDC_05399;KAFEBA_05291;KKNIEC_05260;KLPANJ_05462;KPDGKM_05431;LBJLPI_04361;MBNFKH_05120;MJEKEA_05292;OCFBPG_05233;OCGJJJ_05500;OHBKLB_04266;PKAHKO_05134;PMCEMD_05188
39	group_5969	gene_presence_absence	gldA	Restriction endonuclease type IV Mrr domain-containing protein	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		gldA	group_5969 | KPN_RS22860 | none confidence	bifunctional L-1,2-propanedioldehydrogenase/glycerol dehydrogenase	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=18.09; coverage=2.55	KPN_RS22860	gldA	bifunctional L-1,2-propanedioldehydrogenase/glycerol dehydrogenase	complement(4643861..4644964)	nucleotide_similarity	18.09	2.55	none	matched_representative_sequence=group_5969	AIJMHO_04716;BMDOOG_04794;CCKLPP_04841;DDIAJH_05328;EANECB_05362;EDGMEC_05405;FFLFOK_04609;FLEPEF_04827;HABJKE_04709;HFMEMF_05211;JEGCDC_05393;KAFEBA_05285;KKNIEC_05266;KLPANJ_05456;KPDGKM_05437;LBJLPI_04367;MBNFKH_05114;MJEKEA_05286;OCFBPG_05227;OCGJJJ_05506;OHBKLB_04260;PKAHKO_05140;PMCEMD_05194
40	tgtA5	gene_presence_absence	tgtA5	TgtA5 cluster protein 2	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		tgtA5	tgtA5 | KPN_RS10985 | none confidence	ABC transporter ATP-binding protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=34.72; coverage=2.34	KPN_RS10985		ABC transporter ATP-binding protein	2234528..2235358	nucleotide_similarity	34.72	2.34	none	matched_representative_sequence=tgtA5	AIJMHO_04725;BMDOOG_04803;CCKLPP_04832;DDIAJH_05337;EANECB_05353;EDGMEC_05396;FFLFOK_04618;FLEPEF_04818;HABJKE_04718;HFMEMF_05202;JEGCDC_05384;KAFEBA_05276;KKNIEC_05275;KLPANJ_05447;KPDGKM_05446;LBJLPI_04376;MBNFKH_05105;MJEKEA_05277;OCFBPG_05218;OCGJJJ_05515;OHBKLB_04251;PKAHKO_05149;PMCEMD_05203
41	group_5441	gene_presence_absence	ldtA	Tyr recombinase domain-containing protein	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		ldtA	group_5441 | KPN_RS13125 | none confidence	L,D-transpeptidase	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=40.64; coverage=2.02	KPN_RS13125	ldtA	L,D-transpeptidase	complement(2657066..2658007)	nucleotide_similarity	40.64	2.02	none	matched_representative_sequence=group_5441	AIJMHO_04713;BMDOOG_04791;CCKLPP_04844;DDIAJH_05325;EANECB_05365;EDGMEC_05408;FFLFOK_04606;FLEPEF_04830;HABJKE_04706;HFMEMF_05214;JEGCDC_05396;KAFEBA_05288;KKNIEC_05263;KLPANJ_05459;KPDGKM_05434;LBJLPI_04364;MBNFKH_05117;MJEKEA_05289;OCFBPG_05230;OCGJJJ_05503;OHBKLB_04263;PKAHKO_05137;PMCEMD_05191
42	group_4642	gene_presence_absence	parA	ParA	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		parA	group_4642 | KPN_RS11685 | none confidence	MetQ/NlpA family ABC transportersubstrate-binding protein	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=34.12; coverage=1.54	KPN_RS11685		MetQ/NlpA family ABC transportersubstrate-binding protein	2376466..2377266	nucleotide_similarity	34.12	1.54	none	matched_representative_sequence=group_4642	AIJMHO_04712;BMDOOG_04790;CCKLPP_04845;DDIAJH_05324;EANECB_05366;EDGMEC_05409;FFLFOK_04605;FLEPEF_04831;HABJKE_04705;HFMEMF_05215;JEGCDC_05397;KAFEBA_05289;KKNIEC_05262;KLPANJ_05460;KPDGKM_05433;LBJLPI_04363;MBNFKH_05118;MJEKEA_05290;OCFBPG_05231;OCGJJJ_05502;OHBKLB_04264;PKAHKO_05136;PMCEMD_05190
43	group_4043	gene_presence_absence	rplY	50S ribosomal protein L25	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		rplY	group_4043 | KPN_RS14070 | none confidence	50S ribosomal protein L25	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=27.59; coverage=2.56	KPN_RS14070	rplY	50S ribosomal protein L25	2875961..2876245	nucleotide_similarity	27.59	2.56	none	matched_representative_sequence=group_4043	AIJMHO_04721;BMDOOG_04799;CCKLPP_04836;DDIAJH_05332;EANECB_05358;EDGMEC_05401;FFLFOK_04614;FLEPEF_04822;HABJKE_04714;HFMEMF_05207;JEGCDC_05389;KAFEBA_05281;KKNIEC_05270;KLPANJ_05452;KPDGKM_05441;LBJLPI_04372;MBNFKH_05110;MJEKEA_05282;OCFBPG_05223;OCGJJJ_05510;OHBKLB_04255;PKAHKO_05144;PMCEMD_05198
44	group_3529	gene_presence_absence	group_3529	rhodanese family protein	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		group_3529	group_3529 | KPN_RS16055 | none confidence	rhodanese family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=34.55; coverage=4.20	KPN_RS16055		rhodanese family protein	3296130..3296675	nucleotide_similarity	34.55	4.20	none	matched_representative_sequence=group_3529	AIJMHO_04722;BMDOOG_04800;CCKLPP_04835;DDIAJH_05334;EANECB_05356;EDGMEC_05399;FFLFOK_04615;FLEPEF_04821;HABJKE_04715;HFMEMF_05205;JEGCDC_05387;KAFEBA_05279;KKNIEC_05272;KLPANJ_05450;KPDGKM_05443;LBJLPI_04373;MBNFKH_05108;MJEKEA_05280;OCFBPG_05221;OCGJJJ_05512;OHBKLB_04254;PKAHKO_05146;PMCEMD_05200
45	relB	gene_presence_absence	dcuR	RelB antitoxin	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		dcuR	relB | KPN_RS08320 | none confidence	two-component system response regulator DcuR	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=28.67; coverage=1.25	KPN_RS08320	dcuR	two-component system response regulator DcuR	complement(1725525..1726244)	nucleotide_similarity	28.67	1.25	none	matched_representative_sequence=relB	AIJMHO_04723;BMDOOG_04801;CCKLPP_04834;DDIAJH_05335;EANECB_05355;EDGMEC_05398;FFLFOK_04616;FLEPEF_04820;HABJKE_04716;HFMEMF_05204;JEGCDC_05386;KAFEBA_05278;KKNIEC_05273;KLPANJ_05449;KPDGKM_05444;LBJLPI_04374;MBNFKH_05107;MJEKEA_05279;OCFBPG_05220;OCGJJJ_05513;OHBKLB_04253;PKAHKO_05147;PMCEMD_05201
46	group_2511	gene_presence_absence	fkpB	HNH endonuclease	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		fkpB	group_2511 | KPN_RS00115 | none confidence	FKBP-type peptidyl-prolyl cis-trans isomerase	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=39.96; coverage=1.65	KPN_RS00115	fkpB	FKBP-type peptidyl-prolyl cis-trans isomerase	24180..24629	nucleotide_similarity	39.96	1.65	none	matched_representative_sequence=group_2511	AIJMHO_04719;BMDOOG_04797;CCKLPP_04838;DDIAJH_05331;EANECB_05359;EDGMEC_05402;FFLFOK_04612;FLEPEF_04824;HABJKE_04712;HFMEMF_05208;JEGCDC_05390;KAFEBA_05282;KKNIEC_05269;KLPANJ_05453;KPDGKM_05440;LBJLPI_04370;MBNFKH_05111;MJEKEA_05283;OCFBPG_05224;OCGJJJ_05509;OHBKLB_04257;PKAHKO_05143;PMCEMD_05197
47	group_1719	gene_presence_absence	group_1719	alpha-glucosidase/alpha-galactosidase	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		group_1719	group_1719 | KPN_RS24265 | none confidence	alpha-glucosidase/alpha-galactosidase	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=12.83; coverage=3.50	KPN_RS24265		alpha-glucosidase/alpha-galactosidase	4930190..4931542	nucleotide_similarity	12.83	3.50	none	matched_representative_sequence=group_1719	AIJMHO_04715;BMDOOG_04793;CCKLPP_04842;DDIAJH_05327;EANECB_05363;EDGMEC_05406;FFLFOK_04608;FLEPEF_04828;HABJKE_04708;HFMEMF_05212;JEGCDC_05394;KAFEBA_05286;KKNIEC_05265;KLPANJ_05457;KPDGKM_05436;LBJLPI_04366;MBNFKH_05115;MJEKEA_05287;OCFBPG_05228;OCGJJJ_05505;OHBKLB_04261;PKAHKO_05139;PMCEMD_05193
48	group_1608	gene_presence_absence	rpsT	Helix-turn-helix transcriptional regulator	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		rpsT	group_1608 | KPN_RS00095 | none confidence	30S ribosomal protein S20	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=54.75; coverage=2.93	KPN_RS00095	rpsT	30S ribosomal protein S20	complement(19173..19436)	nucleotide_similarity	54.75	2.93	none	matched_representative_sequence=group_1608	AIJMHO_04724;BMDOOG_04802;CCKLPP_04833;DDIAJH_05336;EANECB_05354;EDGMEC_05397;FFLFOK_04617;FLEPEF_04819;HABJKE_04717;HFMEMF_05203;JEGCDC_05385;KAFEBA_05277;KKNIEC_05274;KLPANJ_05448;KPDGKM_05445;LBJLPI_04375;MBNFKH_05106;MJEKEA_05278;OCFBPG_05219;OCGJJJ_05514;OHBKLB_04252;PKAHKO_05148;PMCEMD_05202
49	group_1541	gene_presence_absence	group_1541	phosphatase	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		group_1541	group_1541 | KPN_RS05655 | none confidence	phosphatase	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=23.30; coverage=6.02	KPN_RS05655		phosphatase	1207081..1207818	nucleotide_similarity	23.30	6.02	none	matched_representative_sequence=group_1541	AIJMHO_04714;BMDOOG_04792;CCKLPP_04843;DDIAJH_05326;EANECB_05364;EDGMEC_05407;FFLFOK_04607;FLEPEF_04829;HABJKE_04707;HFMEMF_05213;JEGCDC_05395;KAFEBA_05287;KKNIEC_05264;KLPANJ_05458;KPDGKM_05435;LBJLPI_04365;MBNFKH_05116;MJEKEA_05288;OCFBPG_05229;OCGJJJ_05504;OHBKLB_04262;PKAHKO_05138;PMCEMD_05192
