sample	DRR076334	ERR15092750	ERR15092755	ERR15092757	ERR15092763	ERR15092766	ERR15092769	ERR15092770	ERR15092773	ERR15092776	ERR15092780	ERR15092782	ERR15092787	ERR15092790	ERR15092884	ERR15092887	ERR15092893	ERR2523119	ERR4777413	SRR10028183	SRR10028322	SRR10028331	SRR10028409	SRR10028410	SRR12329557	SRR12329567	SRR12329570	SRR12329572	SRR12329576	SRR12956247	SRR12956255	SRR12956264	SRR12956304	SRR12956311	SRR12956356	SRR12956360	SRR12956372	SRR12956373	SRR12956399	SRR12956400	SRR12956415	SRR12956416	SRR12956442	SRR12956449	SRR12956453	SRR12956457	SRR12956490	SRR12956499	SRR12956510	SRR12956522	SRR12956529	SRR12956553	SRR12956555	SRR12956633	SRR23078131	SRR23675060	SRR23683980	SRR23711609	SRR23956488	SRR24083847	SRR28009755	SRR28009759	SRR28009797	SRR28009798	SRR2915812	SRR2915817	SRR2915820	SRR2915822	SRR29294796	SRR29294802	SRR29682619	SRR29682621	SRR30867920	SRR33018350	SRR33018524	SRR33018535	SRR37184045	SRR37213099	SRR37213103	SRR5931293	SRR5931299	SRR5931312	SRR5931313	SRR5931386	SRR6204344	SRR8738394	SRR8738395	SRR8738397	SRR8738398	SRR8738400	SRR8738405	SRR8738407	SRR8738426	SRR8738430	SRR8738432	SRR8738474	SRR8738477	SRR8738479	SRR8738481	SRR8738493
SRR10028331	0.0137488	0.0119383	0.011984	0.011984	0.0120757	0.0120298	0.0120757	0.0122604	0.011984	0.0143537	0.0147665	0.0151342	0.0146108	0.0146626	0.0146108	0.0144562	0.0156702	0.0529154	0.0130157	0.0136496	0.012872	0	0.0128243	0.0130157	0.0134036	0.0133547	0.0139486	0.0117564	0.0133059	0.0143537	0.0140996	0.0151872	0.0142009	0.0141502	0.0143537	0.0149759	0.0141502	0.0145592	0.0143027	0.0143537	0.0140996	0.0144049	0.0135016	0.0139988	0.0145076	0.0145076	0.0150285	0.0151342	0.0127293	0.0139486	0.0157245	0.0144049	0.0144562	0.0136991	0.0130638	0.0138985	0.0124935	0.0523149	0.0149234	0.0134525	0.0140492	0.0135016	0.0132573	0.0132573	0.0129198	0.0135016	0.0135016	0.0135016	0.0133059	0.0154006	0.0120298	0.0124	0.0136991	0.0134036	0.011984	0.0138985	0.0157245	0.0139486	0.0157245	0.0133059	0.0133059	0.0132573	0.0132573	0.0132573	0.0137488	0.0127293	0.0149759	0.0131603	0.0145592	0.0152404	0.0142518	0.013112	0.0136991	0.0133059	0.013112	0.0158335	0.0127293	0.0118927	0.0152404	0.0144049
SRR10028409	0.00308338	0.00981378	0.00985499	0.00985499	0.00997914	0.00989629	0.00989629	0.0107405	0.00985499	0.0109571	0.0122604	0.0124	0.0123068	0.0123068	0.0123068	0.0120757	0.0127767	0.052117	0.000931334	0.0114419	0.00227104	0.0128243	0	0.00173271	0.00227104	0.00221642	0.00294054	0.00904645	0.001839	0.0118017	0.00288374	0.0124467	0.00249129	0.0118017	0.0120757	0.00433199	0.00263042	0.00282712	0.00288374	0.00277069	0.00291212	0.00265838	0.0106116	0.00263042	0.00360762	0.00360762	0.00436283	0.0124467	0.0104835	0.00271444	0.0134525	0.00291212	0.0122604	0.00167981	0.0101041	0.00294054	0.00981378	0.0547827	0.0128243	0.00328537	0.0110007	0.00221642	0.00157453	0.00157453	0.00152214	0.00243596	0.00243596	0.00243596	0.0105261	0.0133547	0.0102718	0.00956826	0.0111321	0.00121124	0.00944662	0.00141786	0.0129677	0.0117112	0.0129198	0.000705841	0.00136596	0.000730741	0.000730741	0.000730741	0.00279888	0.0101041	0.0118927	0.0110007	0.0122141	0.012872	0.0119383	0.00227104	0.0111321	0.0109571	0.0109571	0.013112	0.0106974	0.0107405	0.0125875	0.0116661
SRR10028410	0.00216198	0.0101878	0.0102298	0.0102298	0.0103562	0.0102298	0.0102718	0.0113529	0.0102298	0.0108702	0.012872	0.0131603	0.0129198	0.0129198	0.0129198	0.012872	0.0129198	0.0531179	0.00173271	0.0115313	0.00154832	0.0130157	0.00173271	0	0.00213483	0.00227104	0.00305472	0.00985499	0.001839	0.0119383	0.0024636	0.0132087	0.00263042	0.0118017	0.0127293	0.00451781	0.00263042	0.00279888	0.00314086	0.00288374	0.00288374	0.00265838	0.0111761	0.0026025	0.00375609	0.00375609	0.00454897	0.0131603	0.0107405	0.0028554	0.0136496	0.00299754	0.0128243	0.00232584	0.0100623	0.00299754	0.00997914	0.0547827	0.0127767	0.00291212	0.0115313	0.00243596	0.00178577	0.00178577	0.00181236	0.00213483	0.00213483	0.00213483	0.0106974	0.012872	0.0106974	0.00997914	0.0112201	0.00149601	0.0102298	0.00229842	0.013112	0.0115313	0.0130638	0.00128842	0.00191916	0.00131423	0.00131423	0.00131423	0.00291212	0.0102718	0.0120298	0.0113529	0.0126347	0.0133547	0.0120757	0.00136596	0.0113974	0.0105688	0.0113086	0.0137488	0.0108702	0.010441	0.0131603	0.0125405
SRR12329557	0.00249129	0.0106545	0.0106545	0.0106545	0.0106974	0.0106545	0.0106545	0.0117564	0.0106974	0.0118017	0.0134525	0.0136991	0.0134525	0.0134525	0.0134036	0.0134036	0.0138485	0.0519203	0.00229842	0.0123068	0.00291212	0.0134036	0.00227104	0.00213483	0	0.00232584	0.00308338	0.0106545	0.0018924	0.0123068	0.00360762	0.0131603	0.00331442	0.0123533	0.0116661	0.00492718	0.00305472	0.00348975	0.0034604	0.00319852	0.00357808	0.00337267	0.0115761	0.00328537	0.00445566	0.00445566	0.00495906	0.013112	0.0109571	0.00357808	0.0141502	0.00294054	0.0118927	0.00279888	0.0106545	0.0023533	0.0110444	0.0549966	0.0135016	0.00381583	0.0122141	0.000880953	0.00173271	0.00173271	0.00279888	0.00296902	0.00296902	0.00296902	0.011621	0.0125875	0.0112201	0.0110444	0.0120298	0.0026025	0.0105261	0.00337267	0.0139486	0.0127293	0.0139486	0.0023533	0.00296902	0.00227104	0.00227104	0.0023533	0.00325637	0.0111321	0.0127767	0.0114419	0.0135016	0.0142518	0.0127293	0.00268639	0.011621	0.0118471	0.0114419	0.0146108	0.0114419	0.0112643	0.0141502	0.0132087
SRR12329567	0.00357808	0.0112201	0.0112201	0.0112201	0.0112643	0.0112201	0.0112201	0.0111321	0.0112643	0.0113086	0.013112	0.0133059	0.0131603	0.0131603	0.0131603	0.0130157	0.0134036	0.0523149	0.00232584	0.0117564	0.00224371	0.0133547	0.00221642	0.00227104	0.00232584	0	0.000705841	0.0100623	0.00136596	0.0121217	0.00375609	0.0132573	0.00337267	0.0118471	0.0123533	0.00464278	0.00337267	0.00348975	0.0037263	0.0034604	0.00363721	0.00357808	0.0111321	0.0034604	0.00393593	0.00393593	0.00467416	0.0132573	0.0106974	0.00366686	0.0134525	0.00357808	0.0126819	0.00305472	0.010314	0.0037263	0.0107836	0.0547827	0.0133059	0.00348975	0.0120298	0.0026025	0.00149601	0.00149601	0.00299754	0.00319852	0.00319852	0.00319852	0.0113974	0.0135016	0.0107405	0.010441	0.0115761	0.00257463	0.0105261	0.0028554	0.0135508	0.0123533	0.0135508	0.00232584	0.00232584	0.0023533	0.0023533	0.00229842	0.00363721	0.0109136	0.0123068	0.0111761	0.0129198	0.0142009	0.0123068	0.00279888	0.0115313	0.0117564	0.0111321	0.0140492	0.0109136	0.0109136	0.0141502	0.0126347
SRR12329570	0.00436283	0.0117564	0.0118017	0.0118017	0.0118927	0.0118471	0.0118927	0.0118017	0.0118017	0.0120757	0.0137986	0.0138985	0.0137986	0.0137986	0.0137986	0.0135508	0.0139988	0.0537328	0.00305472	0.0125405	0.00305472	0.0139486	0.00294054	0.00305472	0.00308338	0.000705841	0	0.0106974	0.00210772	0.0124935	0.00427048	0.0137488	0.00390583	0.0123068	0.0126347	0.00511931	0.00384578	0.00402654	0.00420918	0.00396608	0.00417861	0.00408721	0.0118927	0.00393593	0.00445566	0.00445566	0.00515153	0.0136991	0.0114419	0.00420918	0.0142009	0.00411762	0.0129677	0.00381583	0.0109136	0.00448671	0.0114865	0.0552118	0.0136991	0.00427048	0.0124467	0.00334352	0.00224371	0.00224371	0.00378594	0.00399629	0.00399629	0.00399629	0.0122141	0.0142518	0.0113974	0.0111761	0.0123533	0.00331442	0.0112643	0.00357808	0.0142518	0.0129198	0.0142009	0.00302611	0.00305472	0.00305472	0.00305472	0.00299754	0.00439372	0.011621	0.0127767	0.0118471	0.0136991	0.0150285	0.012872	0.00357808	0.0122141	0.0124935	0.0118017	0.0148187	0.0114865	0.0115313	0.014871	0.012872
SRR12329572	0.0108702	0.0101878	0.0102298	0.0102298	0.010314	0.0102718	0.010314	0.0101459	0.0102298	0.0102718	0.0110007	0.0114419	0.0109571	0.0110882	0.0110444	0.0110007	0.0117564	0.0519203	0.00969064	0.0106974	0.00916565	0.0117564	0.00904645	0.00985499	0.0106545	0.0100623	0.0106974	0	0.0103986	0.0124	0.0108702	0.0120757	0.0108702	0.0113086	0.0118471	0.0113529	0.0110007	0.0109571	0.0107836	0.0109136	0.0105688	0.0111321	0.010314	0.0106545	0.0106545	0.0106545	0.0113974	0.0121217	0.010314	0.0105688	0.0120298	0.0110882	0.0119383	0.0101878	0.00981378	0.0108269	0.00869309	0.0539403	0.011621	0.00997914	0.0114419	0.010441	0.00993767	0.00993767	0.00940624	0.0103986	0.0103986	0.0103986	0.00944662	0.0134525	0.00152214	0.00857671	0.0106545	0.0100207	0.00857671	0.00989629	0.0119383	0.0108702	0.0119383	0.00944662	0.00912584	0.00936594	0.00936594	0.00936594	0.0108269	0.0097316	0.0117112	0.0109571	0.0105261	0.0118471	0.0112201	0.00985499	0.0109571	0.0106116	0.0109136	0.0118017	0.00993767	0.00964976	0.0114865	0.0111321
SRR12329576	0.00325637	0.0103986	0.010441	0.010441	0.0106116	0.0104835	0.0105261	0.0113529	0.010441	0.0113529	0.0132573	0.0134525	0.0133059	0.0132087	0.0132087	0.0131603	0.0129198	0.0523149	0.00186568	0.0120298	0.00243596	0.0133059	0.001839	0.001839	0.0018924	0.00136596	0.00210772	0.0103986	0	0.0117564	0.00328537	0.0133547	0.00294054	0.0120298	0.0125405	0.00483188	0.00294054	0.00328537	0.00340187	0.00314086	0.00337267	0.00314086	0.0113974	0.00314086	0.00408721	0.00408721	0.00486359	0.0133059	0.0108269	0.00322742	0.0136002	0.00325637	0.0127293	0.00251903	0.0101041	0.00319852	0.0109136	0.0552118	0.0132573	0.00288374	0.0112201	0.00218918	0.00105797	0.00105797	0.00249129	0.00263042	0.00263042	0.00263042	0.0113974	0.0136002	0.0109571	0.0106116	0.0116661	0.00213483	0.0102298	0.00291212	0.0129677	0.0123068	0.0129198	0.0018924	0.0025468	0.00191916	0.00191916	0.00191916	0.0025468	0.0107405	0.0124467	0.0113529	0.013112	0.0138985	0.0118471	0.0024636	0.0102718	0.0114419	0.0113086	0.0142009	0.0111761	0.010441	0.0137986	0.0128243
SRR12956247	0.0122604	0.0112643	0.0113086	0.0113086	0.0113974	0.0113086	0.0113086	0.0120757	0.0113086	0.0126347	0.0132573	0.0134036	0.0134036	0.0132573	0.0133059	0.0131603	0.0140996	0.0556462	0.0112643	0.0116661	0.0122141	0.0143537	0.0118017	0.0119383	0.0123068	0.0121217	0.0124935	0.0124	0.0117564	0	0.0123068	0.00294054	0.0124935	0.0113974	0.00628226	0.0130638	0.0123533	0.0123068	0.012872	0.0128243	0.0122604	0.0124467	0.0127767	0.0123068	0.012872	0.012872	0.0130638	0.00299754	0.0123533	0.0122604	0.0110882	0.0129677	0.00631659	0.0118927	0.0112643	0.0123533	0.0116661	0.0560862	0.0118471	0.0118471	0.0100623	0.0124935	0.0116661	0.0116661	0.0114419	0.011621	0.011621	0.011621	0.0122141	0.0136991	0.0124935	0.0117112	0.013112	0.0115761	0.0110444	0.0123068	0.0139486	0.012872	0.0139988	0.011984	0.0125875	0.0120298	0.0120298	0.011984	0.011984	0.0113086	0.0119383	0.0120298	0.0110444	0.0113086	0.011621	0.0118927	0.0129198	0.0124	0.011984	0.0118017	0.0122141	0.0116661	0.0116661	0.00351914
SRR12956255	0.00322742	0.0101878	0.0102298	0.0102298	0.0103986	0.0102718	0.010314	0.0112643	0.0102298	0.0118471	0.0127767	0.0130157	0.0128243	0.0127767	0.0126819	0.0126819	0.0133547	0.0523149	0.00331442	0.0122141	0.00334352	0.0140996	0.00288374	0.0024636	0.00360762	0.00375609	0.00427048	0.0108702	0.00328537	0.0123068	0	0.011984	0.000780658	0.0122604	0.0124467	0.00243596	0.000780658	0.000931334	0.00139189	0.00115999	0.000880953	0.000557238	0.0105688	0.00115999	0.00154832	0.00154832	0.0024636	0.011984	0.0114865	0.00105797	0.0126819	0.00131423	0.0125405	0.00149601	0.0109136	0.00265838	0.010314	0.0563082	0.0129198	0.00216198	0.0120298	0.00351914	0.00302611	0.00302611	0.00274254	0.00243596	0.00243596	0.00243596	0.0108702	0.0132087	0.0114865	0.0105261	0.0120298	0.00360762	0.0104835	0.00348975	0.013112	0.0124	0.0130638	0.00294054	0.00363721	0.00302611	0.00302611	0.00302611	0.00238081	0.0110007	0.0124935	0.0120298	0.0124935	0.0126347	0.0127293	0.0031121	0.0120298	0.0118017	0.011984	0.0135016	0.0112643	0.0113086	0.0129198	0.0115313
SRR12956264	0.0126819	0.011984	0.0120298	0.0120298	0.0121217	0.0120757	0.0120757	0.0115313	0.0120298	0.013112	0.013112	0.0130157	0.0132573	0.013112	0.013112	0.0130157	0.0135508	0.0563082	0.0123533	0.0115761	0.0121679	0.0151872	0.0124467	0.0132087	0.0131603	0.0132573	0.0137488	0.0120757	0.0133547	0.00294054	0.011984	0	0.011984	0.0118471	0.00524853	0.0121679	0.0121679	0.0119383	0.0120757	0.0119383	0.0118017	0.0122141	0.0120298	0.011984	0.0114419	0.0114419	0.0122141	4.76906e-05	0.0127767	0.0117112	0.0105688	0.0119383	0.00584167	0.011621	0.0118927	0.0117112	0.0118017	0.0556462	0.0121217	0.0117112	0.0114865	0.0130157	0.0131603	0.0131603	0.0122141	0.012872	0.012872	0.012872	0.0117564	0.0132573	0.0128243	0.0116661	0.0134036	0.0127767	0.0115761	0.0126347	0.0133547	0.0130157	0.0133547	0.0126347	0.0121679	0.0127293	0.0127293	0.0126347	0.0124467	0.0116661	0.0118471	0.0122604	0.0100623	0.0110444	0.0115761	0.013112	0.0133547	0.0124935	0.0122141	0.0109136	0.0124467	0.011984	0.0113974	0.00257463
SRR12956304	0.00299754	0.0106545	0.0106974	0.0106974	0.0107836	0.0107405	0.0107836	0.0114419	0.0106974	0.0116661	0.0128243	0.0129198	0.012872	0.0128243	0.0126819	0.0126819	0.0132087	0.0531179	0.00291212	0.0124	0.00302611	0.0142009	0.00249129	0.00263042	0.00331442	0.00337267	0.00390583	0.0108702	0.00294054	0.0124935	0.000780658	0.011984	0	0.0125405	0.0125405	0.00175922	0.000458924	0.000336872	0.000830728	0.00060662	0.00058191	0.000264084	0.010314	0.00060662	0.00113443	0.00113443	0.00175922	0.0119383	0.0112201	0.000458924	0.0128243	0.00075568	0.0125875	0.00139189	0.0110444	0.0025468	0.010441	0.0560862	0.0132087	0.00251903	0.0124467	0.00337267	0.0028554	0.0028554	0.00263042	0.00197282	0.00197282	0.00197282	0.0111321	0.0137986	0.0113974	0.010441	0.0120757	0.00319852	0.0105688	0.00308338	0.013112	0.0124935	0.013112	0.0025468	0.00316966	0.00263042	0.00263042	0.00263042	0.00216198	0.0110007	0.0126347	0.0119383	0.0124935	0.0127767	0.012872	0.00294054	0.0121217	0.0118927	0.0118927	0.0135508	0.0114419	0.0114865	0.0130638	0.011621
SRR12956311	0.0120298	0.0114865	0.0115761	0.0115313	0.0115761	0.0115313	0.0115761	0.0108269	0.0114865	0.0117564	0.0117564	0.0114865	0.0118927	0.0117112	0.0118471	0.0116661	0.0118471	0.0505746	0.0111761	0.0110007	0.0107405	0.0141502	0.0118017	0.0118017	0.0123533	0.0118471	0.0123068	0.0113086	0.0120298	0.0113974	0.0122604	0.0118471	0.0125405	0	0.011984	0.0124467	0.0124	0.0123533	0.0124935	0.0126347	0.0121217	0.0126819	0.0109136	0.0121217	0.0115761	0.0115761	0.0124467	0.0117564	0.010314	0.0122141	0.0117564	0.0129198	0.0125875	0.0120298	0.0104835	0.0122604	0.0103986	0.0545702	0.0118927	0.0110444	0.0114865	0.0125405	0.0121217	0.0121217	0.0113529	0.0113974	0.0113974	0.0113974	0.0105261	0.0129677	0.0114865	0.0101878	0.0113974	0.0113974	0.00977265	0.0120757	0.0115761	0.0111321	0.0115761	0.0120757	0.0113529	0.0120757	0.0120757	0.0120757	0.011984	0.0100207	0.0113974	0.0107836	0.0123068	0.0133547	0.0113086	0.0119383	0.0104835	0.0111321	0.0107836	0.0123068	0.00956826	0.0107405	0.0130638	0.0118017
SRR12956356	0.0121217	0.0113974	0.0114419	0.0114419	0.0115313	0.0114419	0.0114419	0.0111761	0.0114419	0.0132573	0.0136002	0.0133547	0.0136496	0.0134525	0.0135016	0.0134036	0.0137488	0.0549966	0.0126347	0.0115761	0.0121679	0.0143537	0.0120757	0.0127293	0.0116661	0.0123533	0.0126347	0.0118471	0.0125405	0.00628226	0.0124467	0.00524853	0.0125405	0.011984	0	0.0126819	0.0125405	0.0125405	0.0125405	0.0125405	0.0123068	0.0127767	0.0120298	0.0124467	0.0120298	0.0120298	0.0127293	0.00524853	0.0120298	0.0122141	0.0106116	0.0120757	0.000705841	0.0121679	0.0114865	0.0113529	0.0115313	0.0560862	0.0126819	0.011621	0.0106545	0.0116661	0.0122141	0.0122141	0.0119383	0.0126819	0.0126819	0.0126819	0.0115761	0.0121679	0.0129677	0.0113086	0.0130638	0.0129677	0.0112201	0.0124935	0.0136991	0.013112	0.0136496	0.0123533	0.0119383	0.0124467	0.0124467	0.0123533	0.0125405	0.011621	0.0119383	0.0117112	0.0104835	0.0120757	0.0115313	0.0128243	0.0126347	0.0123068	0.0116661	0.011621	0.0123068	0.0116661	0.0120298	0.00574147
SRR12956360	0.00417861	0.0120757	0.0120757	0.0120757	0.0121679	0.0121217	0.0121217	0.0114419	0.0121217	0.0124	0.0133059	0.013112	0.0133059	0.0133547	0.0132087	0.0132573	0.0133059	0.052714	0.00480022	0.0123533	0.00314086	0.0149759	0.00433199	0.00451781	0.00492718	0.00464278	0.00511931	0.0113529	0.00483188	0.0130638	0.00243596	0.0121679	0.00175922	0.0124467	0.0126819	0	0.00216198	0.00173271	0.00243596	0.00218918	0.00157453	0.00197282	0.0102298	0.00210772	0.00105797	0.00105797	2.38274e-05	0.0121679	0.0110882	0.00160079	0.0127767	0.00238081	0.0129198	0.00319852	0.0115313	0.00366686	0.0110007	0.0572108	0.0136991	0.00328537	0.0137488	0.00508714	0.00470559	0.00470559	0.00393593	0.00314086	0.00314086	0.00314086	0.0112643	0.0141502	0.0117112	0.0110444	0.0123533	0.00508714	0.0115761	0.00393593	0.0133547	0.0129677	0.0133547	0.00436283	0.00384578	0.00442466	0.00442466	0.00439372	0.00402654	0.0114419	0.0124467	0.0122141	0.0126347	0.0138485	0.0126819	0.00414809	0.0126819	0.0126347	0.0121679	0.0135016	0.0118017	0.011621	0.0141502	0.0116661
SRR12956372	0.00296902	0.0102718	0.010314	0.010314	0.0103986	0.0103562	0.0103986	0.0113086	0.010314	0.0118927	0.0129198	0.0129677	0.0129198	0.0129677	0.0128243	0.0127293	0.0132573	0.052714	0.00308338	0.0125875	0.00316966	0.0141502	0.00263042	0.00263042	0.00305472	0.00337267	0.00384578	0.0110007	0.00294054	0.0123533	0.000780658	0.0121679	0.000458924	0.0124	0.0125405	0.00216198	0	0.00060662	0.00123693	0.0010072	0.00075568	0.000508006	0.0102718	0.000855821	0.00154832	0.00154832	0.00218918	0.0121217	0.0111761	0.000880953	0.0129677	0.00115999	0.0125875	0.00139189	0.0111321	0.0023533	0.0105261	0.0558655	0.0131603	0.0023533	0.0122141	0.0031121	0.00271444	0.00271444	0.00263042	0.00221642	0.00221642	0.00221642	0.0110882	0.0137986	0.0115313	0.0107836	0.0122141	0.00337267	0.0103562	0.00325637	0.0132087	0.0125405	0.0132573	0.00271444	0.00334352	0.00279888	0.00279888	0.00279888	0.00199971	0.0110882	0.0128243	0.0118471	0.0126819	0.012872	0.013112	0.00291212	0.011984	0.0120757	0.0118471	0.0136991	0.0113086	0.0114865	0.0132573	0.0117112
SRR12956373	0.00316966	0.0107836	0.0108269	0.0108269	0.0109136	0.0108702	0.0109136	0.0113086	0.0108269	0.0117112	0.012872	0.0129677	0.0129198	0.012872	0.0127293	0.0127767	0.0132573	0.0529154	0.00325637	0.0122141	0.00305472	0.0145592	0.00282712	0.00279888	0.00348975	0.00348975	0.00402654	0.0109571	0.00328537	0.0123068	0.000931334	0.0119383	0.000336872	0.0123533	0.0125405	0.00173271	0.00060662	0	0.00113443	0.000906124	0.000730741	0.000409992	0.0101878	0.00075568	0.00103256	0.00103256	0.00175922	0.0119383	0.0110882	0.000705841	0.0126819	0.00105797	0.0125875	0.00154832	0.0111761	0.00251903	0.0103562	0.0558655	0.013112	0.0024636	0.0124935	0.00354859	0.00302611	0.00302611	0.00279888	0.00213483	0.00213483	0.00213483	0.0108702	0.0135508	0.0114865	0.0105261	0.0120757	0.00354859	0.0106116	0.00319852	0.0131603	0.0125875	0.013112	0.00288374	0.00316966	0.00296902	0.00296902	0.00291212	0.00232584	0.0110007	0.0125405	0.0118471	0.0124467	0.0130157	0.0127767	0.0031121	0.0122604	0.0120298	0.0118017	0.0134525	0.0114419	0.0113086	0.0134036	0.0116661
SRR12956399	0.00343111	0.0109136	0.0109571	0.0109571	0.0110444	0.0110007	0.0110444	0.0115313	0.0109571	0.0119383	0.013112	0.0132087	0.0131603	0.0130157	0.0129677	0.0129677	0.0135508	0.052714	0.00331442	0.0123533	0.00325637	0.0143027	0.00288374	0.00314086	0.0034604	0.0037263	0.00420918	0.0107836	0.00340187	0.012872	0.00139189	0.0120757	0.000830728	0.0124935	0.0125405	0.00243596	0.00123693	0.00113443	0	0.000239895	0.00128842	0.00105797	0.010314	0.00121124	0.00186568	0.00186568	0.0024636	0.0120298	0.0111761	0.0011856	0.0129198	0.000508006	0.0125875	0.00191916	0.0111321	0.00271444	0.0105261	0.0558655	0.0128243	0.00314086	0.0127293	0.00343111	0.00322742	0.00322742	0.00314086	0.00265838	0.00265838	0.00265838	0.0111321	0.0134036	0.0113086	0.0103986	0.011984	0.00360762	0.010441	0.00348975	0.0134036	0.0127293	0.0133547	0.00294054	0.00340187	0.00302611	0.00302611	0.00302611	0.00271444	0.0110444	0.0125405	0.0118471	0.0127767	0.0131603	0.0127767	0.00351914	0.0120298	0.0118927	0.0118471	0.0137986	0.0113529	0.0116661	0.0134525	0.0117112
SRR12956400	0.00322742	0.0109571	0.0110007	0.0110007	0.0110444	0.0110007	0.0110444	0.0115313	0.0110007	0.0120757	0.013112	0.0130638	0.013112	0.0130638	0.0130157	0.0128243	0.0134525	0.0531179	0.00322742	0.0124	0.0031121	0.0143537	0.00277069	0.00288374	0.00319852	0.0034604	0.00396608	0.0109136	0.00314086	0.0128243	0.00115999	0.0119383	0.00060662	0.0126347	0.0125405	0.00218918	0.0010072	0.000906124	0.000239895	0	0.00105797	0.000830728	0.010441	0.000981871	0.00162709	0.00162709	0.00221642	0.0119383	0.0113529	0.000931334	0.0130638	0.00028831	0.0126347	0.00175922	0.0111761	0.00251903	0.0105261	0.0560862	0.0129198	0.00288374	0.0127293	0.00316966	0.00296902	0.00296902	0.00299754	0.0024636	0.0024636	0.0024636	0.0112643	0.0134036	0.0113974	0.0106116	0.0121217	0.00351914	0.0106116	0.00334352	0.0133059	0.0126347	0.0133547	0.00279888	0.00331442	0.00288374	0.00288374	0.00288374	0.00263042	0.0110882	0.0125875	0.011984	0.0127767	0.0132087	0.0127293	0.00337267	0.0121679	0.0119383	0.0119383	0.0137488	0.0114865	0.0115761	0.0134525	0.0117112
SRR12956415	0.00277069	0.0102718	0.010314	0.010314	0.0103562	0.010314	0.0103562	0.0110882	0.010314	0.0113086	0.0126819	0.0127767	0.0127293	0.0127293	0.0125875	0.0125405	0.0130157	0.0523149	0.00334352	0.0120757	0.00271444	0.0140996	0.00291212	0.00288374	0.00357808	0.00363721	0.00417861	0.0105688	0.00337267	0.0122604	0.000880953	0.0118017	0.00058191	0.0121217	0.0123068	0.00157453	0.00075568	0.000730741	0.00128842	0.00105797	0	0.000656154	0.0106116	0.000906124	0.000931334	0.000931334	0.00160079	0.0117564	0.0115313	0.000409992	0.0125405	0.00126265	0.0123533	0.00165343	0.0107836	0.00224371	0.00997914	0.0574401	0.0126819	0.00202665	0.0121679	0.00363721	0.00314086	0.00314086	0.00232584	0.001839	0.001839	0.001839	0.0107405	0.0135016	0.0111321	0.0101878	0.0118471	0.00363721	0.010441	0.00334352	0.0129198	0.0122141	0.0129198	0.00296902	0.00343111	0.00305472	0.00305472	0.00305472	0.00243596	0.0108702	0.0123068	0.0116661	0.0122604	0.0124935	0.0124467	0.00257463	0.0119383	0.0116661	0.0116661	0.0132087	0.0111761	0.0110444	0.0128243	0.0111761
SRR12956416	0.00302611	0.0106545	0.0106974	0.0106974	0.0108269	0.0107405	0.0107405	0.0117564	0.0106974	0.0120298	0.0129677	0.0131603	0.0130157	0.0129677	0.0128243	0.0129198	0.0134036	0.0533217	0.00308338	0.0127293	0.00325637	0.0144049	0.00265838	0.00265838	0.00337267	0.00357808	0.00408721	0.0111321	0.00314086	0.0124467	0.000557238	0.0122141	0.000264084	0.0126819	0.0127767	0.00197282	0.000508006	0.000409992	0.00105797	0.000830728	0.000656154	0	0.0106974	0.000680979	0.0011089	0.0011089	0.00199971	0.0122141	0.011621	0.000631368	0.0129677	0.000981871	0.0127767	0.00131423	0.0113529	0.0025468	0.0103562	0.0563082	0.0132087	0.0025468	0.0124	0.00340187	0.0028554	0.0028554	0.00265838	0.00197282	0.00197282	0.00197282	0.0110882	0.0136496	0.0116661	0.0106974	0.0122604	0.00340187	0.0106545	0.00325637	0.0133059	0.0126819	0.0133547	0.00271444	0.00343111	0.00277069	0.00277069	0.00277069	0.00218918	0.0111761	0.0129677	0.0123068	0.0127293	0.0129198	0.0132573	0.00296902	0.0124	0.0121679	0.0122604	0.0138485	0.011621	0.0115761	0.0133059	0.0118017
SRR12956442	0.0120757	0.0112643	0.0113086	0.0113086	0.0113974	0.0113529	0.0113974	0.0106974	0.0113086	0.0110444	0.0125875	0.011984	0.0125405	0.0124467	0.0124467	0.0122141	0.0127767	0.051337	0.0110882	0.0115761	0.0106545	0.0135016	0.0106116	0.0111761	0.0115761	0.0111321	0.0118927	0.010314	0.0113974	0.0127767	0.0105688	0.0120298	0.010314	0.0109136	0.0120298	0.0102298	0.0102718	0.0101878	0.010314	0.010441	0.0106116	0.0106974	0	0.0101878	0.0103562	0.0103562	0.0102298	0.0120298	0.000656154	0.0106116	0.0111321	0.0108269	0.0126819	0.00989629	0.0106545	0.0106545	0.00294054	0.052714	0.0133059	0.00997914	0.0118471	0.0116661	0.0112201	0.0112201	0.0108702	0.0114865	0.0114865	0.0114865	0.00302611	0.0139486	0.0107836	0.00294054	0.00741321	0.0111321	0.00853806	0.010441	0.0126819	0.011621	0.0126819	0.0106545	0.0101041	0.0106974	0.0106974	0.0106545	0.00985499	0.0107405	0.0121679	0.0105688	0.011621	0.0127293	0.0118017	0.0116661	0.0114419	0.0113529	0.0105261	0.0122141	0.00924552	0.0111761	0.0127767	0.0110882
